,Industry,Company(1),Business Description,Investment,Interest(5)(9),,Acquisition  Date,,Amortized  Cost,Fair  Value
737,Media & Entertainment,"The Teaching Company Holdings, Inc.",Education publications provider,"Preferred stock (10,663 shares)",,,9/29/2006,,1.1,0.0
738,Media & Entertainment,"The Teaching Company Holdings, Inc.",,"Common stock (15,393 shares)",,,9/29/2006,,0.0,0.0
739,Media & Entertainment,"The Teaching Company Holdings, Inc.",,,,,,,102.1,90.9
740,Technology Hardware & Equipment,"Everspin Technologies, Inc.",Designer and manufacturer of computer memory solutions,"Warrant to purchase up to 18,461 shares of common stock (expires 10/2026)",,,10/7/2016,,0.4,0.0
741,Technology Hardware & Equipment,"DRB Holdings, LLC (17)",Provider of integrated technology solutions to car wash operators,First lien senior secured loan ($23.5 par due 10/2023),7.92% (Libor + 6.00%/Q),,10/6/2017,,23.5,23.2
742,Technology Hardware & Equipment,"Infinite Electronics International, Inc. (17)",Manufacturer and distributor of radio frequency and microwave electronic components,First lien senior secured revolving loan,0,,7/2/2018,,0.0,0.0
743,Technology Hardware & Equipment,"Infinite Electronics International, Inc. (17)",,First lien senior secured loan ($13.3 par due 7/2025),5.80% (Libor + 4.00%/M),,7/2/2018,,13.3,13.0
744,Technology Hardware & Equipment,"Ioxus, Inc. (4)(17)",Manufacturer of energy storage devices,First lien senior secured revolving loan ($0.4 par due 1/2020),,,12/24/2019,,0.4,0.2
745,Technology Hardware & Equipment,"Ioxus, Inc. (4)(17)",,First lien senior secured loan ($6.2 par due 12/2019),,,4/29/2014,,6.2,3.9
746,Technology Hardware & Equipment,"Ioxus, Inc. (4)(17)",,"Series CC preferred stock (1,683,265 shares)",,,9/7/2017,,0.7,0.0
747,Technology Hardware & Equipment,"Ioxus, Inc. (4)(17)",,"Warrant to purchase up to 30,256 shares of Series BB preferred stock (expires 8/2026)",,,8/24/2016,,0.0,0.0
748,Technology Hardware & Equipment,"Ioxus, Inc. (4)(17)",,"Warrant to purchase up to 8,416,326 shares of Series CC preferred stock (expires 1/2027)",,,1/27/2017,,0.0,0.0
749,Technology Hardware & Equipment,"Ioxus, Inc. (4)(17)",,"Warrant to purchase up to 75,968 shares of common stock (expires 1/2026)",,,1/28/2016,,0.0,0.0
750,Technology Hardware & Equipment,Micromeritics Instrument Corp. (17),Scientific instrument manufacturer,First lien senior secured revolving loan ($2.7 par due 12/2025),6.74% (Libor + 5.00%/Q),,12/18/2019,,2.7,2.7
751,Technology Hardware & Equipment,Micromeritics Instrument Corp. (17),,First lien senior secured loan ($32.7 par due 12/2025),6.74% (Libor + 5.00%/Q),,12/18/2019,,32.7,32.4
752,Technology Hardware & Equipment,Micromeritics Instrument Corp. (17),,,,,,,79.9,75.4
753,Food & Staples Retailing,"Edward Don & Company, LLC and VCP-EDC Co-Invest, LLC",Distributor of foodservice equipment and supplies,"Membership units (2,970,000 units)",,,6/9/2017,,3.0,2.9
754,Food & Staples Retailing,"FS Squared Holding Corp. and FS Squared, LLC (17)",Provider of on-site vending and micro market solutions,First lien senior secured revolving loan ($1.0 par due 3/2024),7.06% (Libor + 5.25%/Q),,3/28/2019,,1.0,1.0
755,Food & Staples Retailing,"FS Squared Holding Corp. and FS Squared, LLC (17)",,First lien senior secured loan ($4.3 par due 3/2025),7.05% (Libor + 5.25%/M),,3/28/2019,,4.3,4.3
756,Food & Staples Retailing,"FS Squared Holding Corp. and FS Squared, LLC (17)",,First lien senior secured loan ($0.1 par due 3/2025),7.05% (Libor + 5.25%/M),,3/28/2019,,0.1,0.1
757,Food & Staples Retailing,"FS Squared Holding Corp. and FS Squared, LLC (17)",,"Class A units (99,500 units)",,,3/28/2019,,10.0,12.4
758,Food & Staples Retailing,"JWC/KI Holdings, LLC",Foodservice sales and marketing agency,"Membership units (5,000 units)",,,11/16/2015,,5.0,7.1
759,Food & Staples Retailing,SFE Intermediate Holdco LLC (17),Provider of outsourced foodservice to K-12 school districts,First lien senior secured loan ($10.7 par due 7/2024),6.64% (Libor + 4.75%/Q),,9/5/2018,,10.7,10.7
760,Food & Staples Retailing,SFE Intermediate Holdco LLC (17),,First lien senior secured loan ($6.6 par due 7/2024),6.68% (Libor + 4.75%/Q),,7/31/2017,,6.6,6.6
761,Food & Staples Retailing,SFE Intermediate Holdco LLC (17),,,,,,,40.7,45.1
762,Telecommunication Services,"Emergency Communications Network, LLC (17)",Provider of mission critical emergency mass notification solutions,First lien senior secured revolving loan ($6.5 par due 6/2022),8.47% (Libor + 6.25%/Q),,6/1/2017,,6.5,5.7
763,Telecommunication Services,"Emergency Communications Network, LLC (17)",,First lien senior secured loan ($44.4 par due 6/2023),8.14% (Libor + 6.25%/Q),,6/1/2017,,44.2,38.7
764,Telecommunication Services,"Emergency Communications Network, LLC (17)",,,,,,,50.7,44.4
765,Real Estate,BW Landco LLC (5),Real estate developer,Membership interest (100%),,,7/5/2019,,19.9,25.2
766,Real Estate,NECCO Realty Investments LLC (5),Real estate holding company,"Membership units (7,450 units)",,,1/3/2017,,0.0,0.0
767,Real Estate,NECCO Realty Investments LLC (5),,,,,,,19.9,25.2
768,Real Estate,Grand Total,,,,,,,14695.5,14425.8
