,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
717,Vertice Pharma UK Parent Limited,Manufacturer and distributor of generic pharmaceutical products,"Preferred shares (40,662 shares)",0,12/21/2015,0.3,0.3
718,Excelligence Holdings Corp.,"Developer, manufacturer and retailer of educational products",First lien senior secured loan ($9.2 par due 4/2023),"8.07% (Libor + 2.50% Cash, 4.50% PIK/M)",4/17/2017,9.2,7.3
719,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (15)","Distributor of instructional products, services and resources",First lien senior secured revolving loan ($10.0 par due 8/2023),5.56% (Libor + 4.75%/Q),8/31/2018,10.0,9.2
720,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (15)","Distributor of instructional products, services and resources",First lien senior secured loan ($30.4 par due 8/2023),5.51% (Libor + 4.75%/Q),7/26/2017,30.4,28.0
721,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (15)","Distributor of instructional products, services and resources",First lien senior secured loan ($1.1 par due 8/2023),6.70% (Libor + 4.75%/Q),8/31/2018,1.1,1.1
722,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (15)","Distributor of instructional products, services and resources","Series A preferred stock (1,272 shares)",0,10/24/2014,0.7,0.8
723,"Infilaw Holding, LLC (15)",Operator of for-profit law schools,First lien senior secured revolving loan ($5.0 par due 9/2022),0,8/25/2011,4.2,0.0
724,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,First lien senior secured loan ($1.2 par due 10/2022),10.50% (Libor + 9.00%/Q),10/31/2015,1.2,1.2
725,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,First lien senior secured loan ($21.4 par due 10/2022),10.50% (Libor + 9.00%/Q),3/12/2020,21.4,21.4
726,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Senior preferred series A-1 shares (151,056 shares)",0,10/31/2015,98.1,16.0
727,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Series B preferred stock (348,615 shares)",0,8/5/2010,1.0,0.0
728,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Series B preferred stock (1,401,385 shares)",0,8/5/2010,4.0,0.0
729,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Series C preferred stock (517,942 shares)",0,6/7/2010,0.1,0.0
730,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Series C preferred stock (1,994,644 shares)",0,6/7/2010,0.5,0.0
731,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,Common stock (4 shares),0,6/7/2010,0.0,0.0
732,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,Common stock (16 shares),0,6/7/2010,0.0,0.0
733,Primrose Holding Corporation (4),Franchisor of education-based early childhood centers,"Common stock (7,227 shares)",0,1/3/2017,4.6,17.1
734,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,Second lien senior secured loan ($66.0 par due 5/2023),9.25% (Libor + 8.25%/Q),12/23/2014,65.9,66.0
735,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,"Common stock (30,000 shares)",0,12/23/2014,3.0,5.7
736,"Rug Doctor, LLC and RD Holdco Inc. (5)",Manufacturer and marketer of carpet cleaning machines,Second lien senior secured loan ($16.9 par due 5/2023),11.39% (Libor + 9.75%/Q),1/3/2017,16.9,16.9
737,"Rug Doctor, LLC and RD Holdco Inc. (5)",Manufacturer and marketer of carpet cleaning machines,"Common stock (458,596 shares)",0,1/3/2017,14.0,0.0
738,"Rug Doctor, LLC and RD Holdco Inc. (5)",Manufacturer and marketer of carpet cleaning machines,"Warrant to purchase up to 56,372 shares of common stock (expires 12/2023)",0,1/3/2017,0.0,0.0
739,"Woodstream Group, Inc. and Woodstream Corporation",Manufacturer of natural solution pest and animal control products,First lien senior secured loan ($11.7 par due 5/2022),7.25% (Libor + 6.25%/Q),6/21/2017,11.7,11.7
740,"DRB Holdings, LLC (15)",Provider of integrated technology solutions to car wash operators,First lien senior secured loan ($23.4 par due 10/2023),6.75% (Libor + 5.75%/Q),10/6/2017,23.4,23.4
741,"Everspin Technologies, Inc.",Designer and manufacturer of computer memory solutions,"Warrant to purchase up to 18,461 shares of common stock (expires 10/2026)",0,10/7/2016,0.4,0.0
742,"Infinite Electronics International, Inc. (15)",Manufacturer and distributor of radio frequency and microwave electronic components,First lien senior secured revolving loan ($1.3 par due 7/2023),4.82% (Libor + 4.00%/Q),7/2/2018,1.3,1.2
743,Micromeritics Instrument Corp. (15),Scientific instrument manufacturer,First lien senior secured revolving loan ($4.0 par due 12/2025),6.05% (Libor + 5.00%/Q),12/18/2019,4.0,3.7
744,Micromeritics Instrument Corp. (15),Scientific instrument manufacturer,First lien senior secured loan ($32.5 par due 12/2025),6.07% (Libor + 5.00%/Q),12/18/2019,32.5,30.6
745,"Watchfire Enterprises, Inc. (15)",Manufacturer of LED electronic message centers and digital billboards,First lien senior secured revolving loan ($2.0 par due 7/2021),4.43% (Libor + 4.25%/Q),2/8/2018,2.0,2.0
746,"Wildcat BuyerCo, Inc. and Wildcat Parent, LP (15)",Provider and supplier of electrical components for commercial and industrial applications,First lien senior secured revolving loan ($1.3 par due 2/2026),7.50% (Libor + 6.50%/Q),2/27/2020,1.3,1.3
747,"Wildcat BuyerCo, Inc. and Wildcat Parent, LP (15)",Provider and supplier of electrical components for commercial and industrial applications,First lien senior secured loan ($18.4 par due 2/2026),6.50% (Libor + 5.50%/Q),2/27/2020,18.4,17.7
748,"Wildcat BuyerCo, Inc. and Wildcat Parent, LP (15)",Provider and supplier of electrical components for commercial and industrial applications,First lien senior secured loan ($3.5 par due 2/2026),6.50% (Libor + 5.50%/Q),2/27/2020,3.5,3.4
749,"Wildcat BuyerCo, Inc. and Wildcat Parent, LP (15)",Provider and supplier of electrical components for commercial and industrial applications,"Limited partnership interests (17,655 interests)",0,2/27/2020,1.8,1.9
750,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),0,9/11/2015,0.0,0.0
751,OUTFRONT Media Inc.,Provider of out-of-home advertising,"Series A convertible perpetual preferred stock(25,000 shares)",7.00% PIK,4/20/2020,25.0,31.5
752,"Production Resource Group, L.L.C.","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($101.0 par due 8/2024),0,8/21/2018,101.0,50.5
753,"The Teaching Company Holdings, Inc.",Education publications provider,"Preferred stock (10,663 shares)",0,9/29/2006,1.1,0.0
754,"The Teaching Company Holdings, Inc.",Education publications provider,"Common stock (15,393 shares)",0,9/29/2006,0.0,0.0
755,"DecoPac, Inc. (15)",Supplier of cake decorating solutions and products to in-store bakeries,First lien senior secured revolving loan ($1.6 par due 9/2023),5.25% (Libor + 4.25%/Q),9/29/2017,1.6,1.6
756,"FS Squared Holding Corp. and FS Squared, LLC (15)",Provider of on-site vending and micro market solutions,First lien senior secured revolving loan ($4.8 par due 3/2024),5.43% (Libor + 5.25%/Q),3/28/2019,4.8,4.4
757,"FS Squared Holding Corp. and FS Squared, LLC (15)",Provider of on-site vending and micro market solutions,"Class A units (99,500 units)",0,3/28/2019,10.0,9.5
758,"JWC/KI Holdings, LLC",Foodservice sales and marketing agency,"Membership units (5,000 units)",0,11/16/2015,5.0,4.2
759,SFE Intermediate Holdco LLC (15),Provider of outsourced foodservice to K-12 school districts,First lien senior secured revolving loan ($10.2 par due 7/2023),7.50% (Base Rate + 4.25%/Q),7/31/2017,10.2,10.0
760,SFE Intermediate Holdco LLC (15),Provider of outsourced foodservice to K-12 school districts,First lien senior secured loan ($10.3 par due 7/2024),6.25% (Libor + 5.25%/Q),9/5/2018,10.3,10.1
761,SFE Intermediate Holdco LLC (15),Provider of outsourced foodservice to K-12 school districts,First lien senior secured loan ($6.4 par due 7/2024),6.25% (Libor + 5.25%/Q),7/31/2017,6.4,6.3
762,"VCP-EDC Co-Invest, LLC",Distributor of foodservice equipment and supplies,"Membership units (2,970,000 units)",0,6/9/2017,3.0,1.7
763,"Emergency Communications Network, LLC (15)",Provider of mission critical emergency mass notification solutions,First lien senior secured loan ($43.7 par due 6/2023),"8.75% (Libor + 2.625% Cash, 5.125% PIK/Q)",6/1/2017,43.5,38.0
764,BW Landco LLC (5),Real estate developer,Membership interest (100%),0,7/5/2019,20.9,30.8
765,NECCO Realty Investments LLC (5),Real estate holding company,"Membership units (7,450 units)",0,1/3/2017,0.0,0.0
766,Total Investments,Real estate holding company,0,0,0,14861.9,13841.9
