,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
959,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (15)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured loan ($15.2 par due 7/2026),5.25% (Libor + 4.25%/Q),7/2/2019,15.2,14.7
960,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (15)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured loan ($5.6 par due 7/2026),4.50% (Euribor + 4.50%/Q),7/2/2019,5.2,5.4
961,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (15)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured loan ($26.5 par due 7/2026),4.50% (Euribor + 4.50%/Q),8/8/2019,24.3,25.7
962,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (15)",Manufacturer of thermoformed packaging for medical devices,"Class A units (6,762,668 units)",0,7/2/2019,6.8,4.7
964,"Novipax Buyer, L.L.C. and Novipax Parent Holding Company, L.L.C.",Developer and manufacturer of absorbent pads for food products,First lien senior secured loan ($24.1 par due 12/2026),6.75% (Libor + 5.75%/Q),12/1/2020,24.1,23.9
965,"Novipax Buyer, L.L.C. and Novipax Parent Holding Company, L.L.C.",Developer and manufacturer of absorbent pads for food products,"Class A preferred units (4,772 units)",10.00% PIK,12/1/2020,4.8,4.8
966,"Novipax Buyer, L.L.C. and Novipax Parent Holding Company, L.L.C.",Developer and manufacturer of absorbent pads for food products,"Class C units (4,772 units)",0,12/1/2020,0.0,0.0
968,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC,Manufacturer of specialized acrylic and polycarbonate sheets,First lien senior secured loan ($12.2 par due 12/2025),5.25% (Libor + 4.25%/Q),12/14/2018,12.0,12.2
969,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC,Manufacturer of specialized acrylic and polycarbonate sheets,Second lien senior secured loan ($55.7 par due 12/2026),8.75% (Libor + 7.75%/Q),12/14/2018,55.7,55.7
970,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC,Manufacturer of specialized acrylic and polycarbonate sheets,"Co-Invest units (5,969 units)",0,12/14/2018,0.6,0.9
972,"SCI PH Parent, Inc.","Industrial container manufacturer, reconditioner and servicer",Series B shares (11.4764 shares),0,8/24/2018,1.1,1.0
973,"TWH Infrastructure Industries, Inc. (15)",Provider of engineered products used in the trenchless rehabilitation of wastewater infrastructure,First lien senior secured revolving loan ($0.1 par due 4/2025),5.76% (Libor + 5.50%/Q),4/9/2019,0.1,0.0
974,"TWH Infrastructure Industries, Inc. (15)",Provider of engineered products used in the trenchless rehabilitation of wastewater infrastructure,First lien senior secured loan ($6.5 par due 4/2025),5.76% (Libor + 5.50%/Q),4/9/2019,6.5,6.1
978,"Alcami Corporation and ACM Holdings I, LLC (15)",Outsourced drug development services provider,First lien senior secured loan ($29.5 par due 7/2025),4.40% (Libor + 4.25%/M),7/12/2018,29.4,27.7
979,"Alcami Corporation and ACM Holdings I, LLC (15)",Outsourced drug development services provider,Second lien senior secured loan ($77.5 par due 7/2026),8.15% (Libor + 8.00%/M),7/12/2018,77.0,67.4
980,"Alcami Corporation and ACM Holdings I, LLC (15)",Outsourced drug development services provider,"Common units (3,663,533 units)",0,7/12/2018,35.0,10.4
982,"NMC Skincare Intermediate Holdings II, LLC (15)","Developer, manufacturer and marketer of skincare products",First lien senior secured revolving loan ($5.8 par due 10/2024),6.00% (Libor + 5.00%/M),10/31/2018,5.8,5.6
983,"NMC Skincare Intermediate Holdings II, LLC (15)","Developer, manufacturer and marketer of skincare products",First lien senior secured loan ($24.4 par due 10/2024),6.00% (Libor + 5.00%/M),10/31/2018,24.4,23.7
984,"NMC Skincare Intermediate Holdings II, LLC (15)","Developer, manufacturer and marketer of skincare products",First lien senior secured loan ($8.2 par due 10/2024),6.00% (Libor + 5.00%/M),10/31/2018,8.2,8.0
986,"North American Science Associates, Inc. and Cardinal Topco Holdings, L.P. (15)",Contract research organization providing research and development and testing of medical devices,First lien senior secured loan ($7.9 par due 9/2026),7.25% (Libor + 6.25%/Q),9/15/2020,7.9,7.8
987,"North American Science Associates, Inc. and Cardinal Topco Holdings, L.P. (15)",Contract research organization providing research and development and testing of medical devices,First lien senior secured loan ($48.4 par due 9/2026),7.25% (Libor + 6.25%/Q),9/15/2020,48.4,47.9
989,"North American Science Associates, Inc. and Cardinal Topco Holdings, L.P. (15)",Contract research organization providing research and development and testing of medical devices,"Class A preferred units (15,431 units)",8.00% PIK,9/15/2020,15.8,22.0
991,TerSera Therapeutics LLC (15),Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured revolving loan,0,11/20/2019,0.0,0.0
992,TerSera Therapeutics LLC (15),Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured loan ($5.1 par due 3/2025),6.60% (Libor + 5.60%/Q),5/3/2017,5.1,5.1
993,TerSera Therapeutics LLC (15),Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured loan ($2.1 par due 3/2025),6.60% (Libor + 5.60%/Q),9/27/2018,2.1,2.1
994,TerSera Therapeutics LLC (15),Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured loan ($1.8 par due 3/2025),6.60% (Libor + 5.60%/Q),4/1/2019,1.8,1.8
996,Vertice Pharma UK Parent Limited,Manufacturer and distributor of generic pharmaceutical products,"Preferred shares (40,662 shares)",0,12/21/2015,0.3,0.1
999,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,Second lien senior secured loan ($66.0 par due 5/2023),9.25% (Libor + 8.25%/M),12/23/2014,65.9,66.0
1000,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,"Common stock (30,000 shares)",0,12/23/2014,3.0,9.4
1002,"Rug Doctor, LLC and RD Holdco Inc. (5)",Manufacturer and marketer of carpet cleaning machines,Second lien senior secured loan ($19.6 par due 5/2023),11.25% (Libor + 9.75%/Q),1/3/2017,19.6,19.6
1003,"Rug Doctor, LLC and RD Holdco Inc. (5)",Manufacturer and marketer of carpet cleaning machines,"Common stock (458,596 shares)",0,1/3/2017,14.0,0.0
1004,"Rug Doctor, LLC and RD Holdco Inc. (5)",Manufacturer and marketer of carpet cleaning machines,"Warrant to purchase up to 56,372 shares of common stock (expires 12/2023)",0,1/3/2017,0.0,0.0
1006,"Walnut Parent, Inc.",Manufacturer of natural solution pest and animal control products,First lien senior secured loan ($24.8 par due 11/2027),6.50% (Libor + 5.50%/M),11/9/2020,24.8,24.5
1009,"DRB Holdings, LLC (15)",Provider of integrated technology solutions to car wash operators,First lien senior secured loan ($23.2 par due 10/2023),6.50% (Libor + 5.50%/Q),10/6/2017,23.2,23.2
1010,"DRB Holdings, LLC (15)",Provider of integrated technology solutions to car wash operators,First lien senior secured loan ($7.5 par due 10/2023),6.50% (Libor + 5.50%/Q),12/18/2020,7.5,7.5
1012,"Everspin Technologies, Inc.",Designer and manufacturer of computer memory solutions,"Warrant to purchase up to 18,461 shares of common stock (expires 10/2026)",0,10/7/2016,0.4,0.0
1013,Micromeritics Instrument Corp. (15),Scientific instrument manufacturer,First lien senior secured revolving loan ($4.0 par due 12/2025),6.00% (Libor + 5.00%/Q),12/18/2019,4.0,3.7
1014,Micromeritics Instrument Corp. (15),Scientific instrument manufacturer,First lien senior secured loan ($32.4 par due 12/2025),6.00% (Libor + 5.00%/Q),12/18/2019,32.4,30.4
1016,"Wildcat BuyerCo, Inc. and Wildcat Parent, LP (15)",Provider and supplier of electrical components for commercial and industrial applications,First lien senior secured revolving loan,0,2/27/2020,0.0,0.0
1017,"Wildcat BuyerCo, Inc. and Wildcat Parent, LP (15)",Provider and supplier of electrical components for commercial and industrial applications,First lien senior secured loan ($18.3 par due 2/2026),6.25% (Libor + 5.25%/Q),2/27/2020,18.3,18.3
1018,"Wildcat BuyerCo, Inc. and Wildcat Parent, LP (15)",Provider and supplier of electrical components for commercial and industrial applications,First lien senior secured loan ($3.5 par due 2/2026),6.25% (Libor + 5.25%/Q),2/27/2020,3.5,3.5
1019,"Wildcat BuyerCo, Inc. and Wildcat Parent, LP (15)",Provider and supplier of electrical components for commercial and industrial applications,"Limited partnership interests (17,655 interests)",0,2/27/2020,1.8,2.2
1023,Excelligence Holdings Corp.,"Developer, manufacturer and retailer of educational products",First lien senior secured loan ($9.4 par due 4/2023),"8.00% (Libor + 2.50% Cash, 4.50% PIK/Q)",4/17/2017,9.4,7.6
1024,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (15)","Distributor of instructional products, services and resources",First lien senior secured revolving loan ($0.9 par due 8/2023),5.50% (Libor + 4.75%/Q),8/31/2018,0.9,0.8
1025,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (15)","Distributor of instructional products, services and resources",First lien senior secured loan ($30.3 par due 8/2023),5.50% (Libor + 4.75%/Q),7/26/2017,30.3,26.3
1027,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (15)","Distributor of instructional products, services and resources",First lien senior secured loan ($1.1 par due 8/2023),5.50% (Libor + 4.75%/Q),8/31/2018,1.1,1.0
1028,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (15)","Distributor of instructional products, services and resources","Series A preferred stock (1,272 shares)",0,10/24/2014,0.7,0.9
1030,"Infilaw Holding, LLC (15)",Operator of for-profit law schools,First lien senior secured revolving loan ($5.0 par due 9/2022),0,8/25/2011,4.2,0.0
1031,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,First lien senior secured loan ($17.3 par due 10/2022),10.50% (Libor + 9.00%/Q),3/12/2020,17.3,17.3
1032,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Senior preferred series A-1 shares (151,056 shares)",0,10/31/2015,98.1,15.0
1033,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Series B preferred stock (348,615 shares)",0,8/5/2010,1.0,0.0
1034,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Series B preferred stock (1,401,385 shares)",0,8/5/2010,4.0,0.0
1035,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Series C preferred stock (517,942 shares)",0,6/7/2010,0.1,0.0
1036,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Series C preferred stock (1,994,644 shares)",0,6/7/2010,0.5,0.0
1037,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,Common stock (4 shares),0,6/7/2010,0.0,0.0
1038,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,Common stock (16 shares),0,6/7/2010,0.0,0.0
1040,Primrose Holding Corporation (4),Franchisor of education-based early childhood centers,"Common stock (7,227 shares)",0,1/3/2017,4.6,14.1
1043,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),0,9/11/2015,0.0,0.0
1044,OUTFRONT Media Inc.,Provider of out-of-home advertising,"Series A convertible perpetual preferred stock (25,000 shares)",7.00%,4/20/2020,25.0,35.7
1045,"Production Resource Group, L.L.C. and PRG III, LLC (4)(15)","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($31.6 par due 8/2024),"9.75% (Libor + 3.00% Cash, 5.50% PIK/Q)",8/21/2018,31.6,31.6
1046,"Production Resource Group, L.L.C. and PRG III, LLC (4)(15)","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($9.1 par due 8/2024),"8.50% (Libor + 5.00% Cash, 2.50% PIK/Q)",7/31/2020,9.1,9.1
1047,"Production Resource Group, L.L.C. and PRG III, LLC (4)(15)","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets","Class A units (113,617 units)",0,10/6/2020,4.9,5.1
1049,"The Teaching Company Holdings, Inc.",Education publications provider,"Preferred stock (10,663 shares)",0,9/29/2006,1.1,0.8
1050,"The Teaching Company Holdings, Inc.",Education publications provider,"Common stock (15,393 shares)",0,9/29/2006,0.0,0.0
1054,"Emergency Communications Network, LLC (15)",Provider of mission critical emergency mass notification solutions,First lien senior secured loan ($44.4 par due 6/2023),"8.75% (Libor + 2.625% Cash, 5.125% PIK/Q)",6/1/2017,44.3,39.5
1057,BW Landco LLC (5),Real estate developer,Membership interest (100%),0,7/5/2019,20.9,37.0
1058,NECCO Realty Investments LLC (5),Real estate holding company,"Membership units (7,450 units)",0,1/3/2017,0.0,0.0
1061,"DecoPac, Inc. (15)",Supplier of cake decorating solutions and products to in-store bakeries,First lien senior secured revolving loan,0,9/29/2017,0.0,0.0
1062,"FS Squared Holding Corp. and FS Squared, LLC (15)",Provider of on-site vending and micro market solutions,First lien senior secured revolving loan,0,3/28/2019,0.0,0.0
1063,"FS Squared Holding Corp. and FS Squared, LLC (15)",Provider of on-site vending and micro market solutions,First lien senior secured loan ($1.4 par due 3/2025),5.40% (Libor + 5.25%/M),3/28/2019,1.4,1.4
1064,"FS Squared Holding Corp. and FS Squared, LLC (15)",Provider of on-site vending and micro market solutions,"Class A units (99,500 units)",0,3/28/2019,10.0,11.1
1067,"JWC/KI Holdings, LLC",Foodservice sales and marketing agency,"Membership units (5,000 units)",0,11/16/2015,5.0,4.6
1068,SFE Intermediate Holdco LLC (15),Provider of outsourced foodservice to K-12 school districts,First lien senior secured revolving loan,0,7/31/2017,0.0,0.0
1069,SFE Intermediate Holdco LLC (15),Provider of outsourced foodservice to K-12 school districts,First lien senior secured loan ($10.2 par due 7/2024),6.25% (Libor + 5.25%/Q),9/5/2018,10.2,10.2
1070,SFE Intermediate Holdco LLC (15),Provider of outsourced foodservice to K-12 school districts,First lien senior secured loan ($6.4 par due 7/2024),6.25% (Libor + 5.25%/Q),7/31/2017,6.3,6.4
1072,"VCP-EDC Co-Invest, LLC",Distributor of foodservice equipment and supplies,"Membership units (2,970,000 units)",0,6/9/2017,2.8,0.2
1074,Total Investments,Distributor of foodservice equipment and supplies,0,0,0,15914.2,15515.1
