,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value,10
1076,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,476,474,0.0,450,
1077,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,458,455,0.0,433,
1078,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,453,451,0.0,428,
1079,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,449,447,0,424,
1080,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,445,443,0.0,420,
1081,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,441,439,0.0,416,
1082,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,415,413,0.0,392,
1083,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,413,412,0.0,391,
1084,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,413,411,0.0,390,
1085,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,409,407,0.0,386,
1086,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,409,408,0.0,387,
1087,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,379,378,0.0,358,
1088,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,357,356,0.0,338,
1089,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,357,356,0.0,338,
1090,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,352,351,0.0,332,
1091,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,326,326,0.0,308,
1092,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,313,312,0.0,296,
1093,Specialty Retail,Imperial Optical Midco Inc.+(5),One stop,L +6.75,N/A(6),08/2023,0,(  33  ),0.0,(  528  ),
1094,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,305,304,0.0,288,
1095,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,283,282,0.0,268,
1096,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,276,275,0.0,261,
1097,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,276,275,0.0,261,
1098,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,271,271,0.0,256,
1099,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,269,268,0.0,254,
1100,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,257,256,0.0,242,
1101,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,256,255,0.0,242,
1102,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,238,237,0.0,225,
1103,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,238,237,0.0,225,
1104,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,218,217,0.0,206,
1105,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,218,217,0.0,206,
1106,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,214,214,0.0,203,
1107,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,208,208,0.0,197,
1108,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,195,194,0.0,184,
1109,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,193,192,0.0,182,
1110,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,191,191,0.0,181,
1111,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,188,188,0.0,178,
1112,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,179,178,0.0,169,
1113,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,172,171,0.0,162,
1114,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,167,166,0.0,158,
1115,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,165,164,0.0,155,
1116,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,160,160,0.0,152,
1117,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,159,159,0.0,150,
1118,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,158,157,0.0,149,
1119,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,153,152,0.0,144,
1120,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,152,151,0.0,143,
1121,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,143,142,0.0,135,
1122,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,142,142,0.0,134,
1123,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,137,137,0.0,130,
1124,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,132,132,0.0,125,
1125,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,131,131,0.0,124,
1126,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,131,131,0.0,124,
1127,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,128,128,0,121,
1128,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,127,127,0.0,120,
1129,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,124,123,0.0,117,
1130,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,113,113,0.0,107,
1131,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,114,113,0.0,107,
1132,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,114,113,0.0,107,
1133,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,111,111,0.0,105,
1134,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,109,109,0.0,103,
1135,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,106,106,0.0,100,
1136,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,105,105,0.0,99,
1137,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,104,104,0.0,99,
1138,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,105,104,0.0,99,
1139,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,99,99,0.0,94,
1140,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,95,95,0.0,90,
1141,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,85,85,0.0,81,
1142,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,86,85,0.0,81,
1143,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,82,82,0.0,78,
1144,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,79,79,0.0,75,
1145,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,78,78,0.0,74,
1146,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,75,75,0.0,71,
1147,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,75,75,0.0,71,
1148,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,75,75,0.0,71,
1149,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,75,75,0.0,71,
1150,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,74,73,0.0,70,
1151,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,73,73,0.0,69,
1152,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,71,71,0.0,67,
1153,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,68,68,0.0,64,
1154,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,68,67,0.0,64,
1155,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,65,64,0.0,61,
1156,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,63,63,0.0,60,
1157,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,62,62,0.0,59,
1158,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,61,61,0.0,58,
1159,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,60,60,0.0,57,
1160,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,59,59,0.0,56,
1161,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,55,55,0.0,52,
1162,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,55,54,0.0,52,
1163,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,54,54,0.0,51,
1164,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,52,52,0.0,49,
1165,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,47,47,0.0,44,
1166,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,42,42,0.0,40,
1167,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,41,41,0.0,39,
1168,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,40,40,0.0,38,
1169,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,38,38,0.0,36,
1170,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,35,35,0.0,34,
1171,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,34,34,0.0,32,
1172,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,34,34,0.0,33,
1173,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,35,35,0.0,33,
1174,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,34,34,0.0,32,
1175,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,32,32,0.0,31,
1176,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,31,31,0,29,
1177,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,29,29,0.0,27,
1178,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,29,29,0.0,27,
1179,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,29,29,0.0,27,
1180,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,27,27,0.0,26,
1181,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,27,27,0.0,26,
1182,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,26,26,0.0,25,
1183,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,26,26,0.0,24,
1184,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,26,26,0.0,25,
1185,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,25,25,0.0,24,
1186,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,25,25,0.0,24,
1187,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,24,24,0.0,22,
1188,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,23,23,0.0,22,
1189,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,23,23,0.0,22,
1190,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,21,21,0.0,19,
1191,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,19,19,0.0,18,
1192,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,19,19,0.0,18,
1193,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,19,19,0.0,18,
1194,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,19,19,0.0,18,
1195,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,19,19,0.0,18,
1196,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,18,18,0.0,17,
1197,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,17,17,0.0,16,
1198,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,17,17,0.0,16,
1199,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,17,17,0.0,16,
1200,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,16,16,0.0,15,
1201,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,15,15,0.0,14,
1202,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,14,14,0.0,14,
1203,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,12,12,0.0,12,
1204,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,13,13,0.0,12,
1205,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,13,13,0.0,12,
1206,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,13,13,0.0,13,
1207,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,13,13,0.0,12,
1208,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,13,13,0.0,12,
1209,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,11,11,0.0,11,
1210,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,11,11,0.0,10,
1211,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,11,11,0.0,11,
1212,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,10,10,0.0,10,
1213,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,10,10,0.0,10,
1214,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,10,10,0.0,9,
1215,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,10,10,0.0,9,
1216,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,9,9,0.0,9,
1217,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,9,9,0.0,9,
1218,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,9,9,0.0,8,
1219,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,9,9,0.0,9,
1220,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,8,8,0.0,7,
1221,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,8,8,0.0,7,
1222,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,8,8,0.0,8,
1223,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,8,8,0.0,8,
1224,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,7,7,0.0,6,
1225,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,6,6,0,5,
1226,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,6,6,0.0,6,
1227,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,5,5,0.0,5,
1228,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,5,5,0.0,5,
1229,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,3,3,0.0,3,
1230,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,385,384,0.0,364,
1231,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,170,169,0.0,160,
1232,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,57,57,0.0,54,
1233,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,38,38,0.0,36,
1234,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,26,26,0.0,25,
1235,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,16,16,0.0,16,
1236,Specialty Retail,"PPV Intermediate Holdings, LLC#",One stop,SF +5.75(k)(l),10.11,08/2029,8470,8320,0.4,8300,
1237,Specialty Retail,"PPV Intermediate Holdings, LLC+(22)",One stop,No Value,13.00,08/2030,949,927,0.0,920,
1238,Specialty Retail,"PPV Intermediate Holdings, LLC+One stop",One stop,SF +5.75(k),10.07,08/2029,105,97,0.0,97,
1239,Specialty Retail,"PPV Intermediate Holdings, LLC+(5)",One stop,SF +5.75,N/A(6),08/2029,0,(  23  ),0.0,(  23  ),
1240,Specialty Retail,"PPV Intermediate Holdings, LLC+(5)(22)",One stop,No Value,13.00,08/2030,1,(  3  ),0.0,(  8  ),
1241,Specialty Retail,"Salon Lofts Group, LLC+One stop",One stop,SF +5.75(l),10.33,08/2028,3567,3533,0.2,3531,
1242,Specialty Retail,"Salon Lofts Group, LLC+(5)",One stop,SF +5.75,N/A(6),08/2028,0,(  2  ),0.0,(  2  ),
1243,Specialty Retail,"Salon Lofts Group, LLC+(5)",One stop,SF +5.75,N/A(6),08/2028,0,(  17  ),0.0,(  18  ),
1244,Specialty Retail,"Salon Lofts Group, LLC+One stop",One stop,SF +5.75(l),10.22,08/2028,58,58,0.0,58,
1245,Specialty Retail,"SureWerx Purchaser III, Inc.+(8)(12)",One stop,SF +6.75(l),11.30,12/2029,20697,20181,0.8,20387,
1246,Specialty Retail,"SureWerx Purchaser III, Inc.+(8)(12)",One stop,SF +6.75(l),11.30,12/2028,6,5,0.0,6,
1247,Specialty Retail,"SureWerx Purchaser III, Inc.+(5)(8)(12)",One stop,SF +6.75,N/A(6),12/2029,0,(  64  ),0.0,(  43  ),
1248,Specialty Retail,"Titan Fitness, LLC*#+(22)",One stop,L +6.75(a)(b),9.19cash/2.00PIK,02/2025,30890,31052,1.1,28414,
1249,Specialty Retail,"Titan Fitness, LLC+(22)",One stop,L +6.75(c),8.94cash/2.00PIK,02/2025,1924,1914,0.1,1769,
1250,Specialty Retail,"Titan Fitness, LLC+(22)",One stop,L +6.75(c),8.94cash/2.00PIK,02/2025,492,491,0.0,450,
1251,Specialty Retail,Vermont Aus Pty Ltd+(8)(11),One stop,SF +5.5(l),10.23,03/2028,8321,8212,0.3,8321,
1252,Specialty Retail,Vermont Aus Pty Ltd+(8)(9)(11),One stop,A +5.75(g),9.06,03/2028,7736,8360,0.3,7736,
1253,Specialty Retail,"VSG Acquisition Corp. and Sherrill, Inc.+One stop",One stop,SF +5.5(l),10.34,04/2028,8287,8178,0.4,8122,
1254,Specialty Retail,"VSG Acquisition Corp. and Sherrill, Inc.+(5)",One stop,P +4.5(d),12.00,04/2028,1,0,0.0,(  1  ),
1255,Specialty Retail,"VSG Acquisition Corp. and Sherrill, Inc.+One stop",One stop,SF +5.5(l),10.31,04/2028,70,66,0.0,63,
1256,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",One stop,,,,,,,,
1257,"Technology Hardware, Storage & Peripherals",Agility Recovery Solutions Inc.*#+(22),One stop,L +6.75(b),10.73cash/0.75PIK,06/2023,22073,22073,0.9,21854,
1258,"Technology Hardware, Storage & Peripherals",Agility Recovery Solutions Inc.+(22),One stop,L +6.75(b)(d),11.42cash/0.75PIK,06/2023,873,871,0.0,862,
1259,"Textiles, Apparel & Luxury Goods","Textiles, Apparel & Luxury Goods",One stop,,,,,,,,
1260,"Textiles, Apparel & Luxury Goods","Dollfus Mieg Company, Inc.+(8)(10)",One stop,L +6.0(c),10.12,03/2028,1954,1933,0.1,1817,
1261,"Textiles, Apparel & Luxury Goods","Dollfus Mieg Company, Inc.+(8)(10)",One stop,L +6.0(c),10.12,03/2028,974,963,0.0,906,
1262,"Textiles, Apparel & Luxury Goods","Dollfus Mieg Company, Inc.+(8)(10)",One stop,L +6.0(c),10.12,03/2028,855,846,0.0,796,
1263,"Textiles, Apparel & Luxury Goods","Dollfus Mieg Company, Inc.+(5)(8)(9)(10)",One stop,E +6.0,N/A(6),03/2028,0,(  1  ),0.0,(  3  ),
1264,"Textiles, Apparel & Luxury Goods","Elite Sportswear, L.P.+(22)",Senior loan,L +7.0(b),10.98cash/0.75PIK,09/2025,9970,9864,0.4,9272,
1265,"Textiles, Apparel & Luxury Goods","Elite Sportswear, L.P.+(22)",Senior loan,L +7.0(b),10.98cash/0.75PIK,09/2025,4007,3964,0.2,3727,
1266,"Textiles, Apparel & Luxury Goods","Elite Sportswear, L.P.+(22)",Senior loan,L +7.0(b),10.98cash/0.75PIK,09/2025,2063,2040,0.1,1918,
1267,"Textiles, Apparel & Luxury Goods","Elite Sportswear, L.P.+(22)",Senior loan,L +7.0(b),10.98cash/0.75PIK,09/2025,230,218,0.0,154,
1268,"Textiles, Apparel & Luxury Goods","Elite Sportswear, L.P.*+(22)",Senior loan,L +7.0(b),10.98cash/0.75PIK,09/2025,684,677,0.0,636,
1269,"Textiles, Apparel & Luxury Goods","Elite Sportswear, L.P.+(22)",Senior loan,L +7.0(b),10.98cash/0.75PIK,09/2025,314,310,0.0,291,
1270,"Textiles, Apparel & Luxury Goods","Elite Sportswear, L.P.*+(22)",Senior loan,L +7.0(b),10.98cash/0.75PIK,09/2025,300,297,0.0,278,
1271,"Textiles, Apparel & Luxury Goods","Elite Sportswear, L.P.+(22)",Senior loan,L +7.0(b),10.98cash/0.75PIK,09/2025,8,8,0.0,5,
1272,"Textiles, Apparel & Luxury Goods","Georgica Pine Clothiers, LLC#+One stop",Senior loan,L +5.5(c),9.67,11/2023,9583,9530,0.4,9608,
1273,"Textiles, Apparel & Luxury Goods","Georgica Pine Clothiers, LLC*#",One stop,L +5.5(b)(c),9.67,11/2023,6489,6447,0.3,6505,
1274,"Textiles, Apparel & Luxury Goods","Georgica Pine Clothiers, LLC+One stop",One stop,L +5.5(b)(c),9.67,11/2023,1004,997,0.0,1007,
1275,"Textiles, Apparel & Luxury Goods","Georgica Pine Clothiers, LLC#+One stop",One stop,L +5.5(b)(c),9.67,11/2023,902,897,0.0,904,
1276,"Textiles, Apparel & Luxury Goods","Georgica Pine Clothiers, LLC*#",One stop,L +5.5(b)(c),9.67,11/2023,633,629,0.0,635,
1277,"Textiles, Apparel & Luxury Goods","Georgica Pine Clothiers, LLC+One stop",One stop,L +5.5(c),9.67,11/2023,2,2,0.0,2,
1278,"Textiles, Apparel & Luxury Goods","QF Holdings, Inc.+One stop",One stop,L +6.25(c),10.43,12/2027,626,618,0.0,626,
1279,"Textiles, Apparel & Luxury Goods",SHO Holding I Corporation+Senior loan,One stop,L +5.25(b),9.66,04/2024,3950,3952,0.1,3674,
1280,"Textiles, Apparel & Luxury Goods",SHO Holding I Corporation+Senior loan,One stop,L +5.23(b),9.64,04/2024,67,67,0.0,62,
1281,"Textiles, Apparel & Luxury Goods",SHO Holding I Corporation+Senior loan,One stop,L +5.0(b),9.57,04/2024,66,66,0.0,62,
1282,"Textiles, Apparel & Luxury Goods",SHO Holding I Corporation+Senior loan,One stop,L +4.0(b),8.52,04/2024,46,46,0.0,46,
1283,"Textiles, Apparel & Luxury Goods",SHO Holding I Corporation+Senior loan,One stop,L +4.0(b),8.72,04/2024,0,0,0.0,0,
1284,"Textiles, Apparel & Luxury Goods",SHO Holding I Corporation+Senior loan,One stop,L +5.23(b),9.57,04/2024,0,0,0.0,0,
1285,Trading Companies and Distributors,Trading Companies and Distributors,One stop,,,,,,,,
1286,Trading Companies and Distributors,Marcone Yellowstone Buyer Inc.+One stop,One stop,SF +6.25(l),10.98,06/2028,19069,18771,0.7,18304,
1287,Trading Companies and Distributors,Marcone Yellowstone Buyer Inc.+One stop,One stop,SF +6.25(l),10.98,06/2028,15208,14950,0.6,14597,
1288,Trading Companies and Distributors,Marcone Yellowstone Buyer Inc.+One stop,One stop,SF +6.25(l),10.91,06/2028,454,447,0.0,436,
1289,Trading Companies and Distributors,Marcone Yellowstone Buyer Inc.+One stop,One stop,SF +6.25(l),10.94,06/2028,458,451,0.0,439,
