,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
646,,"ONsite Mammography, LLC",One stop,,L + 6.00,(a)(d),,7.04,,11/2023,,29,,,28,,,-,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,"Pinnacle Treatment Centers, Inc.#",One stop,,L + 6.25,(c),,8.03,,01/2023,,19230,,,19430,,,1.0,,,18653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,,"Pinnacle Treatment Centers, Inc.*",One stop,,L + 6.25,(c),,8.03,,01/2023,,7832,,,7759,,,0.4,,,7597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,,"Pinnacle Treatment Centers, Inc.#",One stop,,L + 6.25,(c),,8.03,,01/2023,,1578,,,1585,,,0.1,,,1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,,"Pinnacle Treatment Centers, Inc.+~",One stop,,L + 6.25,(c),,8.03,,01/2023,,713,,,721,,,-,,,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,"Pinnacle Treatment Centers, Inc.",One stop,,P + 5.00,(c)(f),,8.23,,01/2023,,231,,,231,,,-,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,,"Pinnacle Treatment Centers, Inc.",One stop,,L + 6.25,(c),,8.03,,01/2023,,188,,,190,,,-,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,"Pinnacle Treatment Centers, Inc.^",One stop,,L + 6.25,(c),,8.03,,01/2023,,108,,,110,,,-,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,"Pinnacle Treatment Centers, Inc.(5)",One stop,,L + 6.25,,,N/A(6),,01/2023,,-,,,(1),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,,"PPT Management Holdings, LLC+",One stop,,L + 6.75,(a),,7.58 cash/0.75 PIK,,12/2022,,24518,,,22615,,,1.1,,,20833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,"PPT Management Holdings, LLC",One stop,,L + 6.75,(a)(c),,7.02 cash/0.75 PIK,,12/2022,,416,,,388,,,-,,,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,,"PPT Management Holdings, LLC",One stop,,L + 6.75,(a),,7.58 cash/0.75 PIK,,12/2022,,302,,,288,,,-,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,,"PPT Management Holdings, LLC",One stop,,L + 6.75,(a),,7.58 cash/0.75 PIK,,12/2022,,178,,,170,,,-,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,,"PPT Management Holdings, LLC",One stop,,L + 6.75,(a),,7.58 cash/0.75 PIK,,12/2022,,86,,,77,,,-,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,"Pyramid Healthcare, Inc.*+&",One stop,,L + 6.50,(c),,8.11,,08/2020,,15061,,,15059,,,0.8,,,14760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,"Pyramid Healthcare, Inc.",One stop,,L + 6.50,(c)(f),,7.99,,08/2020,,719,,,719,,,-,,,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,,"Pyramid Healthcare, Inc.",One stop,,L + 6.50,(c),,8.24,,08/2020,,463,,,463,,,-,,,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,,"Pyramid Healthcare, Inc.",One stop,,L + 6.50,(c),,8.24,,08/2020,,335,,,340,,,-,,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,,"Pyramid Healthcare, Inc.&",One stop,,L + 6.50,(c),,8.11,,08/2020,,292,,,292,,,-,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,,"Pyramid Healthcare, Inc.",One stop,,L + 6.50,(c),,8.08,,08/2020,,112,,,112,,,-,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,,"Pyramid Healthcare, Inc.",One stop,,L + 6.50,(a)(c),,7.57,,08/2020,,45,,,45,,,-,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,,"Riverchase MSO, LLC*#",Senior loan,,L + 5.25,(c),,6.70,,10/2022,,9670,,,9821,,,0.5,,,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,"Riverchase MSO, LLC",Senior loan,,P + 4.25,(c)(f),,7.24,,10/2022,,130,,,130,,,-,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,,RXH Buyer Corporation^*#!,One stop,,L + 5.75,(c),,7.20,,09/2021,,27668,,,27948,,,1.4,,,27116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,,RXH Buyer Corporation*#,One stop,,L + 5.75,(c),,7.20,,09/2021,,3131,,,3164,,,0.2,,,3068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,,,InvestmentType,,SpreadAboveIndex(1),,,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,,"Healthcare, Education and Childcare - (continued)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,,RXH Buyer Corporation,One stop,,L + 5.75,(c),,7.20,,09/2021,,,400,,,,402,,,-,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,"Sage Dental Management, LLC(7)",One stop,,L + 6.25,(c),,7.16 cash/1.00 PIK,,12/2020,,4334,,,3971,,,0.2,,,3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,"Sage Dental Management, LLC(7)",One stop,,L + 6.25,(c),,8.16,,12/2020,,70,,,64,,,-,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,"Sage Dental Management, LLC(7)",One stop,,L + 6.25,(c),,8.16,,12/2020,,63,,,58,,,-,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,"Sage Dental Management, LLC(7)",One stop,,L + 6.25,(c),,8.16,,12/2020,,45,,,41,,,-,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,"SLMP, LLC^#",One stop,,L + 6.00,(d),,7.07,,05/2023,,12012,,,12101,,,0.6,,,11771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,"SLMP, LLC^#",One stop,,L + 6.00,(d),,7.07,,05/2023,,5782,,,5996,,,0.3,,,5667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,"SLMP, LLC",One stop,,L + 6.00,(d),,7.07,,05/2023,,1503,,,1499,,,0.1,,,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,,"SLMP, LLC",Subordinated debt,,No Value,,,7.50 PIK,,05/2027,,223,,,229,,,-,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,,"SLMP, LLC",One stop,,P + 5.00,(f),,8.25,,05/2023,,100,,,99,,,-,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,"Summit Behavioral Healthcare, LLC^#&",Senior loan,,L + 4.75,(c),,6.36,,10/2023,,20703,,,20438,,,1.0,,,19047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,"Summit Behavioral Healthcare, LLC",Senior loan,,L + 4.75,(c),,6.36,,10/2023,,432,,,434,,,-,,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,"Summit Behavioral Healthcare, LLC",Senior loan,,L + 4.75,(c),,6.31,,10/2023,,300,,,296,,,-,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,"WHCG Management, LLC*#&",Senior loan,,L + 4.75,(d),,5.82,,03/2023,,16151,,,16265,,,0.8,,,15182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,"WHCG Management, LLC",Senior loan,,L + 4.75,(d),,5.82,,03/2023,,5655,,,5610,,,0.3,,,5315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,,"WHCG Management, LLC",Senior loan,,L + 4.75,(d),,5.82,,03/2023,,1994,,,1986,,,0.1,,,1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,,"WHCG Management, LLC",Senior loan,,L + 4.75,(d),,5.82,,03/2023,,340,,,338,,,-,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,,"WHCG Management, LLC",Senior loan,,P + 3.75,(c)(f),,7.00,,03/2023,,196,,,199,,,-,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,831697,,,820513,,,38.0,,,744684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,"Home and Office Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,,1A Smart Start LLC+~&,Senior loan,,L + 4.50,(c),,5.57,,02/2022,,6229,,,6246,,,0.3,,,5793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,,CST Buyer Company^+~,One stop,,L + 5.75,(d),,6.82,,10/2025,,10974,,,10861,,,0.5,,,10316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,CST Buyer Company,One stop,,L + 5.75,(d),,6.82,,10/2025,,38,,,38,,,-,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,"Plano Molding Company, LLC^+",One stop,,L + 7.50,(c),,8.95,,05/2021,,14674,,,14641,,,0.7,,,12473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,,,,,,,,,,,,31915,,,31786,,,1.5,,,28617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,,"Hotels, Motels, Inns, and Gaming",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,"Davidson Hotel Company, LLC+",One stop,,L + 5.25,(a),,6.25,,07/2024,,8502,,,8442,,,0.3,,,6376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,,"Davidson Hotel Company, LLC",One stop,,L + 5.25,(a),,6.25,,07/2024,,1075,,,1075,,,0.1,,,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,"Davidson Hotel Company, LLC",One stop,,L + 5.25,(a),,6.25,,07/2024,,100,,,100,,,-,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,"Davidson Hotel Company, LLC(5)",One stop,,L + 5.25,,,N/A(6),,07/2024,,-,,,(12),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,9677,,,9605,,,0.4,,,7258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,"Captive Resources Midco, LLC^*#+~",One stop,,L + 6.00,(a),,7.00,,05/2025,,54631,,,54828,,,2.8,,,54631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,,"Captive Resources Midco, LLC",One stop,,L + 6.00,(c),,7.00,,05/2025,,1727,,,1705,,,0.1,,,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,,"Captive Resources Midco, LLC#",One stop,,L + 6.00,(a),,7.00,,05/2025,,1447,,,1433,,,0.1,,,1447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,"Integrity Marketing Acquisition, LLC+~",Senior loan,,L + 5.75,(c),,7.39,,08/2025,,2483,,,2484,,,0.1,,,2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,,"Integrity Marketing Acquisition, LLC",Senior loan,,L + 5.75,(c),,7.59,,08/2025,,793,,,789,,,-,,,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,"Integrity Marketing Acquisition, LLC",Senior loan,,L + 5.75,(c),,7.47,,08/2025,,480,,,477,,,-,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,,"Integrity Marketing Acquisition, LLC",Senior loan,,L + 5.75,(c),,7.26,,08/2025,,35,,,34,,,-,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,"Integrity Marketing Acquisition, LLC",Senior loan,,L + 5.75,(c),,6.97,,08/2025,,30,,,28,,,-,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,,"J.S. Held Holdings, LLC#+~",One stop,,L + 6.00,(c)(d),,7.07,,07/2025,,3631,,,3635,,,0.2,,,3342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,,"J.S. Held Holdings, LLC",One stop,,L + 6.00,(c),,7.22,,07/2025,,232,,,226,,,-,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,,"J.S. Held Holdings, LLC(5)",One stop,,L + 6.00,,,N/A(6),,07/2025,,-,,,(29),,,-,,,(236),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,,,InvestmentType,,SpreadAboveIndex(1),,,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,,Insurance - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,,"Orchid Underwriters Agency, LLC+~",Senior loan,,L + 4.50,(c),,5.57,,12/2024,,,4209,,,,4268,,,0.2,,,,3873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,,"Orchid Underwriters Agency, LLC",Senior loan,,L + 4.50,(c),,5.62,,12/2024,,38,,,38,,,-,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,,"Orchid Underwriters Agency, LLC(5)",Senior loan,,L + 4.50,,,N/A(6),,12/2024,,-,,,(1),,,-,,,(80),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,,"RSC Acquisition, Inc.+~",One stop,,L + 5.50,(c),,7.26,,10/2026,,24088,,,23633,,,1.2,,,23124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,,"RSC Acquisition, Inc.(5)",One stop,,L + 5.50,,,N/A(6),,10/2026,,-,,,(1),,,-,,,(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,,"RSC Acquisition, Inc.(5)",One stop,,L + 5.50,(c),,N/A(6),,10/2026,,-,,,(8),,,-,,,(16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,93824,,,93539,,,4.7,,,91784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,,"Leisure, Amusement, Motion Pictures, Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,"CR Fitness Holdings, LLC+~",Senior loan,,L + 4.00,(c),,5.45,,07/2025,,2009,,,2022,,,0.1,,,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,,"CR Fitness Holdings, LLC",Senior loan,,L + 4.00,(c)(f),,5.00,,07/2025,,269,,,263,,,-,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,,"CR Fitness Holdings, LLC",Senior loan,,L + 4.00,(c)(f),,5.18,,07/2025,,74,,,74,,,-,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,"EOS Fitness Opco Holdings, LLC*#",One stop,,L + 4.75,(c),,6.20,,01/2025,,8719,,,8846,,,0.4,,,8022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,,"EOS Fitness Opco Holdings, LLC",One stop,,L + 4.75,(c),,6.20,,01/2025,,667,,,679,,,-,,,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,,"EOS Fitness Opco Holdings, LLC",One stop,,P + 3.75,(f),,7.00,,01/2025,,120,,,120,,,-,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,,"PADI Holdco, Inc.*#",One stop,,L + 5.50,(c),,7.12,,04/2024,,21942,,,22179,,,1.0,,,20186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,,"PADI Holdco, Inc.+~(8)(9)",One stop,,E + 5.75,(g),,5.50,,04/2024,,20782,,,21132,,,1.0,,,18479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,,"PADI Holdco, Inc.~",One stop,,L + 5.50,(c),,6.50,,04/2024,,801,,,794,,,-,,,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,"PADI Holdco, Inc.",One stop,,L + 5.50,(c),,6.77,,04/2023,,298,,,299,,,-,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,,"PADI Holdco, Inc.",One stop,,L + 5.50,(c),,6.97,,04/2024,,166,,,164,,,-,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,Planet Fit Indy 10 LLC+,One stop,,L + 5.25,(c),,6.70,,07/2025,,17473,,,17369,,,0.8,,,16250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,Planet Fit Indy 10 LLC#,One stop,,L + 5.25,(c),,6.99,,07/2025,,2331,,,2385,,,0.1,,,2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,,Planet Fit Indy 10 LLC#,One stop,,L + 5.25,(c),,6.70,,07/2025,,1265,,,1258,,,0.1,,,1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,,Planet Fit Indy 10 LLC,One stop,,L + 5.25,(c),,6.45,,07/2025,,200,,,200,,,-,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,,"Self Esteem Brands, LLC^*#&",Senior loan,,L + 4.25,(d),,5.32,,02/2022,,45841,,,46319,,,2.2,,,42632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,,"Self Esteem Brands, LLC",Senior loan,,P + 3.25,(f),,6.50,,02/2022,,2338,,,2334,,,0.1,,,2174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,,"Sunshine Sub, LLC#~",One stop,,L + 4.75,(a),,5.75,,05/2024,,12990,,,13104,,,0.6,,,11951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,,"Sunshine Sub, LLC#",One stop,,L + 4.75,(a),,5.75,,05/2024,,5682,,,5892,,,0.3,,,5228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,,"Sunshine Sub, LLC",One stop,,L + 4.75,(a),,5.75,,05/2024,,200,,,199,,,-,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,,"Teaching Company, The*#",One stop,,L + 4.75,(c),,6.46,,07/2023,,17878,,,18087,,,0.9,,,16448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,,"Teaching Company, The",One stop,,L + 4.75,(c)(d)(f),,6.33,,07/2023,,190,,,190,,,-,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,,"Titan Fitness, LLC*#+",One stop,,L + 4.75,(c),,6.50,,02/2025,,30471,,,30961,,,1.4,,,28033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,,"Titan Fitness, LLC",One stop,,L + 4.75,(c),,6.38,,02/2025,,1899,,,1897,,,0.1,,,1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,,"Titan Fitness, LLC",One stop,,L + 4.75,(c)(f),,6.00,,02/2025,,474,,,472,,,-,,,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,,WBZ Investment LLC#,One stop,,L + 5.50,(c)(d),,6.95,,09/2024,,8483,,,8547,,,0.4,,,7634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,,WBZ Investment LLC,One stop,,L + 5.50,(a)(d),,6.50,,09/2024,,1215,,,1206,,,0.1,,,1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,,WBZ Investment LLC,One stop,,L + 5.50,(c),,6.95,,09/2024,,844,,,877,,,0.1,,,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,,WBZ Investment LLC,One stop,,L + 5.50,(c),,6.95,,09/2024,,432,,,448,,,-,,,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,,WBZ Investment LLC,One stop,,L + 5.50,(a)(c),,6.50,,09/2024,,80,,,80,,,-,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,,,,,,,,,,,,206133,,,208397,,,9.7,,,189370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,,Oil and Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,,"Drilling Info Holdings, Inc.*#+~",Senior loan,,L + 4.25,(a),,5.24,,07/2025,,36763,,,37297,,,1.8,,,34156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,,"Drilling Info Holdings, Inc.~",Senior loan,,L + 4.50,(a),,5.49,,07/2025,,17429,,,16958,,,0.8,,,16383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,,"Drilling Info Holdings, Inc.",Senior loan,,L + 4.25,(a),,5.15,,07/2023,,150,,,148,,,-,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,,,InvestmentType,,SpreadAboveIndex(1),,,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,,Oil and Gas - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,,"Drilling Info Holdings, Inc.",Senior loan,,L + 4.50,(a),,5.40,,07/2023,,,64,,,,61,,,-,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,,"Drilling Info Holdings, Inc.(5)",Senior loan,,L + 4.25,,,N/A(6),,07/2023,,-,,,(6),,,-,,,(73),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,,,,,,,,,,,,54406,,,54458,,,2.6,,,50661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,,Personal and Non Durable Consumer Products (Mfg. Only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,,"Georgica Pine Clothiers, LLC#",One stop,,L + 5.50,(d),,6.57,,11/2023,,10428,,,10558,,,0.5,,,9384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,,"Georgica Pine Clothiers, LLC*#",One stop,,L + 5.50,(d),,6.59,,11/2023,,6537,,,6625,,,0.3,,,5882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,"Georgica Pine Clothiers, LLC+",One stop,,L + 5.50,(d),,6.57,,11/2023,,1011,,,1002,,,0.1,,,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,,"Georgica Pine Clothiers, LLC^#",One stop,,L + 5.50,(d),,6.57,,11/2023,,909,,,923,,,0.1,,,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,,"Georgica Pine Clothiers, LLC*#",One stop,,L + 5.50,(d),,6.57,,11/2023,,638,,,648,,,-,,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,,"Georgica Pine Clothiers, LLC",One stop,,L + 5.50,(d),,6.69,,11/2023,,236,,,236,,,-,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,,"IMPLUS Footwear, LLC+~",One stop,,L + 6.25,(c),,7.70,,04/2024,,30316,,,30772,,,1.4,,,27285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,,"IMPLUS Footwear, LLC+~",One stop,,L + 6.25,(c),,7.70,,04/2024,,5178,,,5255,,,0.2,,,4660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,,"IMPLUS Footwear, LLC*",One stop,,L + 6.25,(c),,7.70,,04/2024,,746,,,774,,,-,,,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,,"Orthotics Holdings, Inc.*#",One stop,,L + 6.00,(e),,7.00,,05/2020,,11676,,,11679,,,0.5,,,10509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
