,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
324,,"Kareo, Inc.  !",One stop,,L + 9.00,(a),,10.00,,06/2022,,941,,,957,,,0,,,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,"Kareo, Inc.",One stop,,L + 9.00,(a),,10.00,,06/2022,,753,,,767,,,0,,,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,"Kareo, Inc.",One stop,,P + 8.00,(f),,11.25,,06/2022,,80,,,80,,,0,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,Kaseya Traverse Inc  !~,One stop,,L + 7.00,(c),,5.09 cash/3.00 PIK,,05/2025,,35799,,,36814,,,1.5,,,35799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,Kaseya Traverse Inc,One stop,,L + 7.00,(d),,5.09 cash/3.00 PIK,,05/2025,,505,,,523,,,0,,,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,Kaseya Traverse Inc,One stop,,L + 6.50,(c),,7.50,,05/2025,,181,,,180,,,0,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,Kaseya Traverse Inc  (5),One stop,,L + 4.00,,,N/A  (6),,05/2025,,0,,,(1),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,"Learn-it Systems, LLC  !",Senior loan,,L + 4.50,(c),,5.00,,03/2025,,2547,,,2603,,,0.1,,,2445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,"Learn-it Systems, LLC",Senior loan,,L + 4.50,(c),,5.31,,03/2025,,345,,,344,,,0,,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,"Learn-it Systems, LLC  (5)",Senior loan,,L + 4.50,,,N/A  (6),,03/2025,,0,,,0,,,0,,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,Litera Bidco LLC  +~,One stop,,L + 5.25,(c),,6.25,,05/2026,,3695,,,3720,,,0.2,,,3695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,Litera Bidco LLC,One stop,,L + 5.25,(c),,6.25,,05/2026,,704,,,729,,,0,,,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,Litera Bidco LLC,One stop,,L + 5.25,(c),,6.25,,05/2026,,704,,,730,,,0,,,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,Litera Bidco LLC,One stop,,L + 5.25,(c),,6.25,,05/2025,,60,,,60,,,0,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,Maverick Bidco Inc.  *#!~,One stop,,L + 6.25,(c),,7.25,,04/2023,,39565,,,39806,,,1.7,,,39565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,Maverick Bidco Inc.  *#,One stop,,L + 6.25,(c),,7.25,,04/2023,,3191,,,3250,,,0.1,,,3191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,Maverick Bidco Inc.,One stop,,L + 6.25,(c),,7.32,,04/2023,,202,,,199,,,0,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,"MetricStream, Inc.  !",One stop,,L + 7.00,(c),,9.00,,05/2024,,9131,,,9215,,,0.4,,,9196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,"MetricStream, Inc.",One stop,,L + 7.00,,,N/A  (6),,05/2024,,0,,,0,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,"MetricStream, Inc.",One stop,,L + 7.00,,,N/A  (6),,04/2024,,0,,,10,,,0,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,"Mindbody, Inc.  !~",One stop,,L + 9.50,(c),,9.00 cash/1.50 PIK,,02/2025,,48407,,,49239,,,1.9,,,45503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,"Mindbody, Inc.",One stop,,L + 8.00,(c),,9.07,,02/2025,,238,,,237,,,0,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,"Ministry Brands, LLC  +",Senior loan,,L + 4.00,(c),,5.00,,12/2022,,1449,,,1468,,,0.1,,,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,"Ministry Brands, LLC  +",Senior loan,,L + 4.00,(c),,5.00,,12/2022,,829,,,840,,,0,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,"Ministry Brands, LLC",Senior loan,,L + 4.00,(c),,5.00,,12/2022,,378,,,390,,,0,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,"MSHC, Inc.  +",Senior loan,,L + 4.25,(c),,5.25,,12/2024,,344,,,341,,,0,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,"MSHC, Inc.",Senior loan,,L + 4.25,(c),,5.25,,12/2024,,9,,,9,,,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,"Namely, Inc  .!~",One stop,,L + 7.50,(c),,8.25 cash/1.25 PIK,,06/2024,,3569,,,3605,,,0.2,,,3497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,"Namely, Inc.",One stop,,L + 7.50,(c),,8.25 cash/1.25 PIK,,06/2024,,2026,,,2012,,,0.1,,,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,"Namely, Inc.",One stop,,L + 7.50,(a),,8.25 cash/1.25 PIK,,06/2024,,70,,,70,,,0,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,Net Health Acquisition Corp.  *#,One stop,,L + 5.50,(c),,6.57,,12/2023,,8576,,,8685,,,0.4,,,8576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,Net Health Acquisition Corp.  +~,One stop,,L + 5.50,(c),,6.57,,12/2023,,6862,,,6990,,,0.3,,,6862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,Net Health Acquisition Corp.  *#,One stop,,L + 5.50,(c),,6.57,,12/2023,,1198,,,1214,,,0.1,,,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,Net Health Acquisition Corp  .(5),One stop,,L + 5.50,,,N/A  (6),,12/2023,,0,,,(2),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,Investment  Type,,Spread  Above  Index  (1),,,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,"Netsmart Technologies, Inc.  (5)",Senior loan,,L + 4.75,,,N/A  (6),,04/2021,,,0,,,,(2),,,0,,,,(8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,"Nextech Holdings, LLC  +~",One stop,,L + 5.50,(a),,5.68,,06/2025,,4022,,,4091,,,0.2,,,3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,"Nextech Holdings, LLC",One stop,,L + 5.50,(a),,5.68,,06/2025,,500,,,497,,,0,,,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,"Nextech Holdings, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,06/2025,,0,,,(20),,,0,,,(141),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
305,,"Property Brands, Inc.",One stop,,L + 5.75,(c),,6.75,,01/2024,,1191,,,1233,,,-,,,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,"Property Brands, Inc.",One stop,,L + 5.75,(c),,6.75,,01/2024,,955,,,948,,,-,,,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,"Property Brands, Inc.",One stop,,L + 5.75,(c),,6.75,,01/2024,,502,,,520,,,-,,,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,"Property Brands, Inc.",One stop,,L + 5.75,(c),,6.75,,01/2024,,200,,,199,,,-,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,"Property Brands, Inc.  (5)",One stop,,L + 5.75,,,N/A  (6),,01/2024,,-,,,(2),,,-,,,(175),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,"Integral Ad Science, Inc  .!~",One stop,,L + 7.25,(c),,7.00 cash/1.25 PIK,,07/2024,,15832,,,16031,,,0.7,,,15515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,"Integral Ad Science, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,07/2023,,-,,,(3),,,-,,,(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,"Integration Appliance, Inc.  ^*!~",One stop,,L + 7.25,(c),,9.43,,08/2023,,68335,,,69184,,,2.9,,,68335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,,Investment  Type,,Spread  Above  Index  (1),,,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,"Integration Appliance, Inc.",One stop,,L + 7.25,(a),,8.25,,08/2023,,,973,,,,969,,,-,,,,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,Internet Truckstop Group LLC  *#!,One stop,,L + 5.50,(c),,6.50,,04/2025,,22644,,,23254,,,0.9,,,22192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,Internet Truckstop Group LLC  (5),One stop,,L + 5.50,,,N/A  (6),,04/2025,,-,,,(2),,,-,,,(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,"Invoice Cloud, Inc.  !",One stop,,L + 6.50,(c),,4.25 cash/3.25 PIK,,02/2024,,6467,,,6508,,,0.3,,,6337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,"Invoice Cloud, Inc.",One stop,,L + 7.75,(c),,4.25 cash/3.25 PIK,,02/2024,,2168,,,2167,,,0.1,,,2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,"Invoice Cloud, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,02/2024,,-,,,-,,,-,,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,"JAMF Holdings, Inc.  !~",One stop,,L + 7.00,(c),,8.00,,11/2022,,13559,,,13746,,,0.6,,,13559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,"JAMF Holdings, Inc.",One stop,,L + 7.00,,,N/A  (6),,11/2022,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,"Kareo, Inc.",One stop,,L + 9.00,(a),,10.00,,06/2022,,10273,,,10403,,,0.4,,,10358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,"Kareo, Inc.  !",One stop,,L + 9.00,(a),,10.00,,06/2022,,941,,,957,,,-,,,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,"Kareo, Inc.",One stop,,L + 9.00,(a),,10.00,,06/2022,,753,,,767,,,-,,,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,"Kareo, Inc.",One stop,,P + 8.00,(f),,11.25,,06/2022,,80,,,80,,,-,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,Kaseya Traverse Inc  !~,One stop,,L + 7.00,(c),,5.09 cash/3.00 PIK,,05/2025,,35799,,,36814,,,1.5,,,35799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,Kaseya Traverse Inc,One stop,,L + 7.00,(d),,5.09 cash/3.00 PIK,,05/2025,,505,,,523,,,-,,,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,Kaseya Traverse Inc,One stop,,L + 6.50,(c),,7.50,,05/2025,,181,,,180,,,-,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,Kaseya Traverse Inc  (5),One stop,,L + 4.00,,,N/A  (6),,05/2025,,-,,,(1),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,"Learn-it Systems, LLC  !",Senior loan,,L + 4.50,(c),,5.00,,03/2025,,2547,,,2603,,,0.1,,,2445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,"Learn-it Systems, LLC",Senior loan,,L + 4.50,(c),,5.31,,03/2025,,345,,,344,,,-,,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,"Learn-it Systems, LLC  (5)",Senior loan,,L + 4.50,,,N/A  (6),,03/2025,,-,,,-,,,-,,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,Litera Bidco LLC  +~,One stop,,L + 5.25,(c),,6.25,,05/2026,,3695,,,3720,,,0.2,,,3695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,Litera Bidco LLC,One stop,,L + 5.25,(c),,6.25,,05/2026,,704,,,729,,,-,,,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,Litera Bidco LLC,One stop,,L + 5.25,(c),,6.25,,05/2026,,704,,,730,,,-,,,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,Litera Bidco LLC,One stop,,L + 5.25,(c),,6.25,,05/2025,,60,,,60,,,-,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,Maverick Bidco Inc.  *#!~,One stop,,L + 6.25,(c),,7.25,,04/2023,,39565,,,39806,,,1.7,,,39565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,Maverick Bidco Inc.  *#,One stop,,L + 6.25,(c),,7.25,,04/2023,,3191,,,3250,,,0.1,,,3191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,Maverick Bidco Inc.,One stop,,L + 6.25,(c),,7.32,,04/2023,,202,,,199,,,-,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,"MetricStream, Inc.  !",One stop,,L + 7.00,(c),,9.00,,05/2024,,9131,,,9215,,,0.4,,,9196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,"MetricStream, Inc.",One stop,,L + 7.00,,,N/A  (6),,05/2024,,-,,,-,,,-,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,"MetricStream, Inc.",One stop,,L + 7.00,,,N/A  (6),,04/2024,,-,,,10,,,-,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,"Mindbody, Inc.  !~",One stop,,L + 9.50,(c),,9.00 cash/1.50 PIK,,02/2025,,48407,,,49239,,,1.9,,,45503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,"Mindbody, Inc.",One stop,,L + 8.00,(c),,9.07,,02/2025,,238,,,237,,,-,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,"Ministry Brands, LLC  +",Senior loan,,L + 4.00,(c),,5.00,,12/2022,,1449,,,1468,,,0.1,,,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,"Ministry Brands, LLC  +",Senior loan,,L + 4.00,(c),,5.00,,12/2022,,829,,,840,,,-,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,"Ministry Brands, LLC",Senior loan,,L + 4.00,(c),,5.00,,12/2022,,378,,,390,,,-,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,"MSHC, Inc.  +",Senior loan,,L + 4.25,(c),,5.25,,12/2024,,344,,,341,,,-,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,"MSHC, Inc.",Senior loan,,L + 4.25,(c),,5.25,,12/2024,,9,,,9,,,-,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,"Namely, Inc  .!~",One stop,,L + 7.50,(c),,8.25 cash/1.25 PIK,,06/2024,,3569,,,3605,,,0.2,,,3497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,"Namely, Inc.",One stop,,L + 7.50,(c),,8.25 cash/1.25 PIK,,06/2024,,2026,,,2012,,,0.1,,,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,"Namely, Inc.",One stop,,L + 7.50,(a),,8.25 cash/1.25 PIK,,06/2024,,70,,,70,,,-,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,Net Health Acquisition Corp.  *#,One stop,,L + 5.50,(c),,6.57,,12/2023,,8576,,,8685,,,0.4,,,8576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,Net Health Acquisition Corp.  +~,One stop,,L + 5.50,(c),,6.57,,12/2023,,6862,,,6990,,,0.3,,,6862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,Net Health Acquisition Corp.  *#,One stop,,L + 5.50,(c),,6.57,,12/2023,,1198,,,1214,,,0.1,,,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,Net Health Acquisition Corp  .(5),One stop,,L + 5.50,,,N/A  (6),,12/2023,,-,,,(2),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,Investment  Type,,Spread  Above  Index  (1),,,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,"Netsmart Technologies, Inc.  (5)",Senior loan,,L + 4.75,,,N/A  (6),,04/2021,,,-,,,,(2),,,-,,,,(8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,"Nextech Holdings, LLC  +~",One stop,,L + 5.50,(a),,5.68,,06/2025,,4022,,,4091,,,0.2,,,3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,"Nextech Holdings, LLC",One stop,,L + 5.50,(a),,5.68,,06/2025,,500,,,497,,,-,,,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,"Nextech Holdings, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,06/2025,,-,,,(20),,,-,,,(141),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
364,,"Nexus Brands Group, Inc.  *#",One stop,,L + 6.00,(c),,7.00,,11/2023,,9402,,,9502,,,0.4,,,8650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,"Nexus Brands Group, Inc.  +~(8)(9)",One stop,,L + 6.00,(i)(k),,7.00,,11/2023,,7163,,,7290,,,0.3,,,6504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,"Nexus Brands Group, Inc.  #",One stop,,L + 6.00,(c),,7.00,,11/2023,,1991,,,2061,,,0.1,,,1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,"Nexus Brands Group, Inc.  #~",One stop,,L + 6.00,(c),,7.00,,11/2023,,1441,,,1491,,,0.1,,,1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
368,,"Nexus Brands Group, Inc.  ~",One stop,,L + 6.00,(c),,7.00,,11/2023,,767,,,761,,,0,,,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,"Nexus Brands Group, Inc.",One stop,,L + 6.00,(c)(d),,7.04,,11/2023,,60,,,61,,,0,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,"Nexus Brands Group, Inc  .(5)(8)(9)",One stop,,L + 6.00,,,N/A  (6),,11/2023,,0,,,(1),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,"Nexus Brands Group, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,11/2023,,0,,,(1),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,"Nexus Brands Group, Inc.  (5)(8)(9)",One stop,,L + 6.00,,,N/A  (6),,11/2023,,0,,,(6),,,0,,,(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,"Onapsis, Inc., Virtual Forge GMBH and Onapsis GMBH  !",One stop,,P + 6.75,(f),,8.25 cash/1.75 PIK,,10/2024,,2130,,,2110,,,0.1,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,"Onapsis, Inc., Virtual Forge GMBH and Onapsis GMBH",One stop,,L + 6.00,,,N/A  (6),,10/2024,,0,,,0,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,"Onapsis, Inc., Virtual Forge GMBH and Onapsis GMBH",One stop,,L + 7.75,,,N/A  (6),,10/2024,,0,,,0,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,"PCS Intermediate II Holdings, LLC  ~",One stop,,L + 5.50,(c),,6.50,,01/2026,,14529,,,14394,,,0.6,,,14239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,"PCS Intermediate II Holdings, LLC",One stop,,L + 5.50,(d),,6.68,,01/2026,,27,,,26,,,0,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,"Personify, Inc.  *+",One stop,,L + 5.75,(c),,6.75,,09/2024,,15496,,,15767,,,0.6,,,14876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,"Personify, Inc.",One stop,,L + 5.75,(c),,6.75,,09/2024,,80,,,80,,,0,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,"PlanSource Holdings, Inc.  !~",One stop,,L + 6.25,(d),,7.95,,04/2025,,11416,,,11549,,,0.5,,,11416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,"PlanSource Holdings, Inc.  (5)",One stop,,L + 6.25,,,N/A  (6),,04/2025,,0,,,(1),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,"Project Power Buyer, LLC  +~",One stop,,L + 5.25,(c),,6.25,,05/2026,,11525,,,11745,,,0.5,,,11525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,"Project Power Buyer, LLC  (5)",One stop,,L + 5.25,,,N/A  (6),,05/2025,,0,,,(1),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,"PT Intermediate Holdings III, LLC  +~",One stop,,L + 5.50,(c),,6.50,,10/2025,,29850,,,29440,,,1.2,,,27462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,"Qgenda Intermediate Holdings, LLC  +",One stop,,L + 5.00,(c),,6.00,,06/2025,,15316,,,15335,,,0.7,,,15316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,"Qgenda Intermediate Holdings, LLC  ~",One stop,,L + 5.00,(c),,6.00,,06/2025,,995,,,986,,,0,,,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,"Qgenda Intermediate Holdings, LLC",One stop,,L + 5.00,(c),,6.00,,06/2025,,200,,,198,,,0,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,"Recordxtechnologies, LLC  +",One stop,,L + 5.50,(c),,6.50,,12/2025,,745,,,737,,,0,,,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,"Recordxtechnologies, LLC",One stop,,L + 5.50,(c),,6.50,,12/2025,,41,,,40,,,0,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,"Recordxtechnologies, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,12/2025,,0,,,(2),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,"RegEd Aquireco, LLC  +",Senior loan,,L + 4.25,(a),,5.25,,12/2024,,11445,,,11442,,,0.5,,,10530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,"RegEd Aquireco, LLC",Senior loan,,P + 3.25,(a)(f),,5.72,,12/2024,,236,,,235,,,0,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,"RegEd Aquireco, LLC  (5)",Senior loan,,L + 4.25,,,N/A  (6),,12/2024,,0,,,(5),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,"SnapLogic, Inc.",One stop,,L + 8.75,(c),,5.75 cash/5.50 PIK,,09/2024,,5896,,,5825,,,0.3,,,5896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,"SnapLogic, Inc.",One stop,,L + 8.75,(c),,5.75 cash/5.50 PIK,,09/2024,,60,,,60,,,0,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,"SnapLogic, Inc.",One stop,,L + 3.25,,,N/A  (6),,09/2024,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,"Sontatype, Inc.  !",One stop,,L + 6.75,(d),,7.75,,12/2025,,850,,,842,,,0,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,"Sontatype, Inc  .(5)",One stop,,L + 6.75,,,N/A  (6),,12/2025,,0,,,(3),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,"Caliper Software, Inc.  #!~",One stop,,L + 5.50,(c),,6.57,,11/2025,,28004,,,28468,,,1.1,,,26884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,"Caliper Software, Inc.",One stop,,L + 5.50,(c),,5.81,,11/2023,,350,,,353,,,0,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,Telesoft Holdings LLC  ~,One stop,,L + 6.00,(c),,7.00,,12/2025,,907,,,888,,,0,,,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,Investment  Type,,Spread  Above  Index  (1),,,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,Telesoft Holdings LLC  (5),One stop,,L + 6.00,,,N/A  (6),,12/2025,,,0,,,,(2),,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,"TI Intermediate Holdings, LLC  +",Senior loan,,L + 4.50,(c),,4.81,,12/2024,,3526,,,3587,,,0.1,,,3385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,"TI Intermediate Holdings, LLC",Senior loan,,L + 4.50,(a),,4.68,,12/2024,,42,,,42,,,0,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
