,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
912,Automotive,,,,59228,,,,,-,,,,,-,,,,,-,,,,,-,,,,,1955,,,,,-,,,,,61183,,,,6.14,%
913,Aviation and Consumer Transport,,,,5300,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,5300,,,,0.53,%
914,"Beverage, Food & Tobacco",,,,98182,,,,,-,,,,,-,,,,,-,,,,,197,,,,,1963,,,,,-,,,,,100342,,,,10.07,%
915,Business Services,,,,234019,,,,,52601,,,,,-,,,,,-,,,,,89,,,,,3277,,,,,-,,,,,289986,,,,29.09,%
916,"Chemicals, Plastics & Rubber",,,,22117,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,22117,,,,2.22,%
917,Construction & Building,,,,48870,,,,,-,,,,,-,,,,,-,,,,,-,,,,,172,,,,,-,,,,,49042,,,,4.92,%
918,Consumer Goods – Durable,,,,18358,,,,,-,,,,,-,,,,,-,,,,,-,,,,,881,,,,,-,,,,,19239,,,,1.93,%
919,Consumer Goods – Non-durable,,,,83561,,,,,238,,,,,-,,,,,-,,,,,69,,,,,185,,,,,-,,,,,84053,,,,8.43,%
920,Consumer Services,,,,156067,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,156067,,,,15.66,%
921,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,33954,,,,,-,,,,,-,,,,,-,,,,,-,,,,,91,,,,,-,,,,,34045,,,,3.42,%
922,Education,,,,36323,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,36323,,,,3.64,%
923,Energy – Electricity,,,,1950,,,,,-,,,,,-,,,,,-,,,,,91,,,,,553,,,,,-,,,,,2594,,,,0.26,%
924,Healthcare & Pharmaceuticals,,,,415846,,,,,-,,,,,-,,,,,-,,,,,860,,,,,3007,,,,,371,,,,,420084,,,,42.14,%
925,High Tech Industries,,,,307533,,,,,-,,,,,-,,,,,-,,,,,-,,,,,1918,,,,,-,,,,,309451,,,,31.04,%
926,"Hotel, Gaming, Leisure, Restaurants",,,,29536,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,29536,,,,2.96,%
927,Insurance,,,,83629,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,83629,,,,8.39,%
928,"Manufacturing, Capital Equipment",,,,31469,,,,,7625,,,,,-,,,,,-,,,,,10746,,,,,518,,,,,-,,,,,50358,,,,5.05,%
929,Media – Diversified & Production,,,,334,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,334,,,,0.03,%
930,Retail,,,,32624,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,32624,,,,3.27,%
931,Telecommunications,,,,-,,,,,6094,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,6094,,,,0.61,%
932,"Transportation – Cargo, Distribution",,,,67867,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,67867,,,,6.81,%
933,Utilities – Electric,,,,14516,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,14516,,,,1.46,%
934,Wholesale,,,,45647,,,,,-,,,,,-,,,,,-,,,,,-,,,,,734,,,,,-,,,,,46381,,,,4.65,%
935,Total Non-Controlled /  Non-Affiliated Investments,,,,1872412,,,,,66558,,,,,-,,,,,-,,,,,12052,,,,,15810,,,,,371,,,,,1967203,,,,197.34,%
936,% of Net Assets,,,,187.83,%,,,,6.68,%,,,,0.00,%,,,,0.00,%,,,,1.21,%,,,,1.59,%,,,,0.04,%,,,,197.34,%,,,,
937,Industry,,First Lien - Secured Debt,,,Second Lien - Secured Debt,,,Unsecured Debt,,,Structured Products and Other,,,Preferred Equity,,,Common Equity/Interests,,,Warrants,,,Total,,,% of Net Assets,,,,,,,,,,,,,,,,,,
938,Non-Controlled / Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,"Chemicals, Plastics & Rubber",,,,12500,,,,,-,,,,,-,,,,,-,,,,,-,,,,,18705,,,,,-,,,,,31205,,,,3.13,%
940,Consumer Goods – Durable,,,,4017,,,,,-,,,,,-,,,,,-,,,,,-,,,,,833,,,,,-,,,,,4850,,,,0.49,%
941,Consumer Services,,,,-,,,,,-,,,,,-,,,,,28791,,,,,-,,,,,-,,,,,-,,,,,28791,,,,2.89,%
942,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,-,,,,,-,,,,,-,,,,,11970,,,,,-,,,,,-,,,,,-,,,,,11970,,,,1.20,%
943,Energy – Electricity,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,0.00,%
944,Energy – Oil & Gas,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,144,,,,,-,,,,,144,,,,0.01,%
945,Total Non-Controlled / Affiliated Investments,,,,16517,,,,,-,,,,,-,,,,,40761,,,,,-,,,,,19682,,,,,-,,,,,76960,,,,7.72,%
946,% of Net Assets,,,,1.66,%,,,,0.00,%,,,,0.00,%,,,,4.09,%,,,,0.00,%,,,,1.97,%,,,,0.00,%,,,,7.72,%,,,,
947,Controlled Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Aviation and Consumer Transport,,,,81075,,,,,-,,,,,-,,,,,-,,,,,-,,,,,114323,,,,,-,,,,,195398,,,,19.60,%
949,Energy – Oil & Gas,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,300,,,,,-,,,,,300,,,,0.03,%
950,High Tech Industries,,,,106906,,,,,-,,,,,-,,,,,-,,,,,22291,,,,,-,,,,,-,,,,,129197,,,,12.96,%
951,"Transportation – Cargo, Distribution",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,50,,,,,-,,,,,50,,,,0.01,%
952,Total Controlled Investments,,,,187981,,,,,-,,,,,-,,,,,-,,,,,22291,,,,,114673,,,,,-,,,,,324945,,,,32.60,%
953,% of Net Assets,,,,18.86,%,,,,0.00,%,,,,0.00,%,,,,0.00,%,,,,2.24,%,,,,11.50,%,,,,0.00,%,,,,32.60,%,,,,
954,Total,,,,2076910,,,,,66558,,,,,-,,,,,40761,,,,,34343,,,,,150165,,,,,371,,,,,2369108,,,,237.66,%
955,% of Net Assets,,,,208.35,%,,,,6.68,%,,,,0.00,%,,,,4.09,%,,,,3.45,%,,,,15.06,%,,,,0.04,%,,,,237.66,%,,,,
956,Industry Classification,,"Percentage of Total Investments (at Fair Value) as of September 30, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,High Tech Industries,,18.5  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Healthcare & Pharmaceuticals,,17.7  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Business Services,,12.3  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Aviation and Consumer Transport,,8.5  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Consumer Services,,7.8  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,"Beverage, Food & Tobacco",,4.2  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Consumer Goods – Non-durable,,3.6  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Insurance,,3.5  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,"Transportation – Cargo, Distribution",,2.9  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Automotive,,2.6  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,"Chemicals, Plastics & Rubber",,2.3  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,"Manufacturing, Capital Equipment",,2.1  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Construction & Building,,2.1  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Wholesale,,2.0  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,"Advertising, Printing & Publishing",,1.9  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,1.9  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Education,,1.5  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Retail,,1.4  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,"Hotel, Gaming, Leisure, Restaurants",,1.2  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Consumer Goods – Durable,,1.0  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Utilities – Electric,,0.6  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Telecommunications,,0.3  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Energy – Electricity,,0.1  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Energy – Oil & Gas,,0.0  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Media – Diversified & Production,,0.0  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Total Investments,,100.0  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
