,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
909,ChyronHego Corporation,,Preferred Equity - Preferred Equity,,12/29/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,FC2 LLC,,Common Equity - Common Stock,,10/14/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Greylock Holdings LLC,,Common Equity - Common Stock,,3/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,"GS SEER Group Holdings, LLC",,Common Equity - Common Stock,,4/28/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,"HSI Halo Holdings, LLC",,Common Equity - Common Stock,,11/9/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Litify Holdings Inc.,,Common Equity - Common Stock,,2/3/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,"Maxor Topco, L.P.",,Preferred Equity - Preferred Equity,,3/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,"Merx Aviation Finance, LLC",,Common Equity - Membership Interests,,5/22/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,MSEA Tankers LLC,,Common Equity - Class A Units,,12/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,"Pelican Energy, LLC",,Common Equity - Membership Interests,,3/28/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,Common Equity - Common Stock,,12/23/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,Preferred Equity - Series B Preferred Stock,,4/9/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,Preferred Equity - Series D Preferred Stock,,10/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,Preferred Equity - Preferred Equity,,7/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Renew JV LLC,,Common Equity - Membership Interests,,3/20/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,"SHD Oil & Gas, LLC",,Common Equity - Series C Units,,12/27/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,"SHD Oil & Gas, LLC",,Common Equity - Series A Units,,11/18/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Silk Holdings I Corp.,,Common Equity - Common Stock,,5/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Industry,,First Lien - Secured Debt,,,Second Lien - Secured Debt,,,Unsecured Debt,,,Structured Products and Other,,,Preferred Equity,,,Common Equity/Interests,,,Warrants,,,Total,,,,,,,,,,,,,,,,,,,,,
928,Non-Controlled / Non-Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,"Advertising, Printing & Publishing",,,,46740,,,,,-,,,,,-,,,,,-,,,,,-,,,,,432,,,,,-,,,,,47172,,,,,
930,Automotive,,,,60754,,,,,-,,,,,-,,,,,-,,,,,-,,,,,23971,,,,,-,,,,,84725,,,,,
931,Aviation and Consumer Transport,,,,4852,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,4852,,,,,
932,"Beverage, Food & Tobacco",,,,103020,,,,,-,,,,,-,,,,,-,,,,,448,,,,,1409,,,,,-,,,,,104877,,,,,
933,Business Services,,,,235095,,,,,67160,,,,,-,,,,,-,,,,,89,,,,,2022,,,,,-,,,,,304366,,,,,
934,"Chemicals, Plastics & Rubber",,,,23112,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,23112,,,,,
935,Construction & Building,,,,45417,,,,,-,,,,,-,,,,,-,,,,,-,,,,,500,,,,,-,,,,,45917,,,,,
936,Consumer Goods – Durable,,,,17907,,,,,-,,,,,-,,,,,-,,,,,-,,,,,107,,,,,-,,,,,18014,,,,,
937,Consumer Goods – Non-durable,,,,81837,,,,,-,,,,,-,,,,,-,,,,,492,,,,,2235,,,,,-,,,,,84564,,,,,
938,Consumer Services,,,,156873,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,156873,,,,,
939,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,38884,,,,,-,,,,,-,,,,,-,,,,,-,,,,,100,,,,,-,,,,,38984,,,,,
940,Education,,,,36496,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,36496,,,,,
941,Energy – Electricity,,,,7231,,,,,-,,,,,-,,,,,-,,,,,5623,,,,,4,,,,,-,,,,,12858,,,,,
942,Healthcare & Pharmaceuticals,,,,439844,,,,,-,,,,,27,,,,,-,,,,,633,,,,,725,,,,,389,,,,,441618,,,,,
943,High Tech Industries,,,,319691,,,,,-,,,,,-,,,,,-,,,,,-,,,,,1083,,,,,-,,,,,320774,,,,,
944,"Hotel, Gaming, Leisure, Restaurants",,,,28892,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,28892,,,,,
945,Insurance,,,,83886,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,83886,,,,,
946,"Manufacturing, Capital Equipment",,,,32266,,,,,7974,,,,,-,,,,,-,,,,,11849,,,,,250,,,,,-,,,,,52339,,,,,
947,Media – Diversified & Production,,,,348,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,348,,,,,
948,Retail,,,,32644,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,32644,,,,,
949,Telecommunications,,,,-,,,,,7100,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,7100,,,,,
950,"Transportation – Cargo, Distribution",,,,73379,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,73379,,,,,
951,Utilities – Electric,,,,14539,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,14539,,,,,
952,Wholesale,,,,46251,,,,,-,,,,,-,,,,,-,,,,,-,,,,,798,,,,,-,,,,,47049,,,,,
953,Total Non-Controlled /  Non-Affiliated Investments,,,,1929958,,,,,82234,,,,,27,,,,,-,,,,,19134,,,,,33636,,,,,389,,,,,2065378,,,,,
954,Non-Controlled / Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,"Chemicals, Plastics & Rubber",,,,12500,,,,,-,,,,,-,,,,,-,,,,,-,,,,,56505,,,,,-,,,,,69005,,,,,
956,Consumer Goods – Durable,,,,4164,,,,,-,,,,,-,,,,,-,,,,,-,,,,,1000,,,,,-,,,,,5164,,,,,
957,Consumer Services,,,,-,,,,,-,,,,,-,,,,,29947,,,,,-,,,,,-,,,,,-,,,,,29947,,,,,
958,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,-,,,,,-,,,,,-,,,,,17103,,,,,-,,,,,-,,,,,-,,,,,17103,,,,,
959,Energy – Electricity,,,,-,,,,,-,,,,,-,,,,,-,,,,,15445,,,,,2252,,,,,-,,,,,17697,,,,,
960,Energy – Oil & Gas,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,12271,,,,,-,,,,,12271,,,,,
961,Total Non-Controlled / Affiliated Investments,,,,16664,,,,,-,,,,,-,,,,,47050,,,,,15445,,,,,72028,,,,,-,,,,,151187,,,,,
962,Controlled Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Aviation and Consumer Transport,,,,81075,,,,,-,,,,,-,,,,,-,,,,,-,,,,,146500,,,,,-,,,,,227575,,,,,
964,Energy – Oil & Gas,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,44865,,,,,-,,,,,44865,,,,,
965,High Tech Industries,,,,106679,,,,,-,,,,,-,,,,,-,,,,,6001,,,,,-,,,,,-,,,,,112680,,,,,
966,"Transportation – Cargo, Distribution",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,15791,,,,,-,,,,,15791,,,,,
967,Total Controlled Investments,,,,187754,,,,,-,,,,,-,,,,,-,,,,,6001,,,,,207156,,,,,-,,,,,400911,,,,,
968,Total,,,,2134376,,,,,82234,,,,,27,,,,,47050,,,,,40580,,,,,312820,,,,,389,,,,,2617476,,,,,
969,Industry,,First Lien - Secured Debt,,,Second Lien - Secured Debt,,,Unsecured Debt,,,Structured Products and Other,,,Preferred Equity,,,Common Equity/Interests,,,Warrants,,,Total,,,% of Net Assets,,,,,,,,,,,,,,,,,,
970,Non-Controlled / Non-Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,"Advertising, Printing & Publishing",,,,45681,,,,,-,,,,,-,,,,,-,,,,,-,,,,,541,,,,,-,,,,,46222,,,,4.66,%
972,Automotive,,,,59506,,,,,-,,,,,-,,,,,-,,,,,-,,,,,1825,,,,,-,,,,,61331,,,,6.18,%
973,Aviation and Consumer Transport,,,,4850,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,4850,,,,0.49,%
974,"Beverage, Food & Tobacco",,,,100988,,,,,-,,,,,-,,,,,-,,,,,202,,,,,2129,,,,,-,,,,,103319,,,,10.42,%
975,Business Services,,,,232773,,,,,54363,,,,,-,,,,,-,,,,,89,,,,,3127,,,,,-,,,,,290352,,,,29.28,%
976,"Chemicals, Plastics & Rubber",,,,22829,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,22829,,,,2.30,%
977,Construction & Building,,,,44861,,,,,-,,,,,-,,,,,-,,,,,-,,,,,186,,,,,-,,,,,45047,,,,4.54,%
978,Consumer Goods – Durable,,,,18090,,,,,-,,,,,-,,,,,-,,,,,-,,,,,839,,,,,-,,,,,18929,,,,1.91,%
979,Consumer Goods – Non-durable,,,,81483,,,,,238,,,,,-,,,,,-,,,,,39,,,,,180,,,,,-,,,,,81940,,,,8.26,%
980,Consumer Services,,,,156152,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,156152,,,,15.75,%
981,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,38780,,,,,-,,,,,-,,,,,-,,,,,-,,,,,100,,,,,-,,,,,38880,,,,3.92,%
982,Education,,,,37830,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,37830,,,,3.81,%
983,Energy – Electricity,,,,2055,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,2055,,,,0.21,%
984,Healthcare & Pharmaceuticals,,,,436846,,,,,-,,,,,26,,,,,-,,,,,837,,,,,2986,,,,,337,,,,,441032,,,,44.47,%
985,High Tech Industries,,,,318192,,,,,-,,,,,-,,,,,-,,,,,-,,,,,1777,,,,,-,,,,,319969,,,,32.27,%
986,"Hotel, Gaming, Leisure, Restaurants",,,,28693,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,28693,,,,2.89,%
987,Insurance,,,,83668,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,83668,,,,8.44,%
988,"Manufacturing, Capital Equipment",,,,31894,,,,,7494,,,,,-,,,,,-,,,,,10707,,,,,298,,,,,-,,,,,50393,,,,5.08,%
989,Media – Diversified & Production,,,,414,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,414,,,,0.04,%
990,Retail,,,,32619,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,32619,,,,3.29,%
991,Telecommunications,,,,-,,,,,6344,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,6344,,,,0.64,%
992,"Transportation – Cargo, Distribution",,,,73077,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,73077,,,,7.37,%
993,Utilities – Electric,,,,14516,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,14516,,,,1.46,%
994,Wholesale,,,,46123,,,,,-,,,,,-,,,,,-,,,,,-,,,,,762,,,,,-,,,,,46885,,,,4.73,%
995,Total Non-Controlled /  Non-Affiliated Investments,,,,1911920,,,,,68439,,,,,26,,,,,-,,,,,11874,,,,,14750,,,,,337,,,,,2007346,,,,202.42,%
996,% of Net Assets,,,,192.80,%,,,,6.90,%,,,,0.00,%,,,,0.00,%,,,,1.20,%,,,,1.49,%,,,,0.03,%,,,,202.42,%,,,,
997,Non-Controlled / Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,"Chemicals, Plastics & Rubber",,,,12500,,,,,-,,,,,-,,,,,-,,,,,-,,,,,18902,,,,,-,,,,,31402,,,,3.17,%
999,Consumer Goods – Durable,,,,3965,,,,,-,,,,,-,,,,,-,,,,,-,,,,,785,,,,,-,,,,,4750,,,,0.48,%
1000,Consumer Services,,,,-,,,,,-,,,,,-,,,,,29370,,,,,-,,,,,-,,,,,-,,,,,29370,,,,2.96,%
1001,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,-,,,,,-,,,,,-,,,,,11067,,,,,-,,,,,-,,,,,-,,,,,11067,,,,1.12,%
1002,Energy – Electricity,,,,-,,,,,-,,,,,-,,,,,-,,,,,2054,,,,,435,,,,,-,,,,,2489,,,,0.25,%
1003,Energy – Oil & Gas,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,260,,,,,-,,,,,260,,,,0.03,%
1004,Total Non-Controlled / Affiliated Investments,,,,16465,,,,,-,,,,,-,,,,,40437,,,,,2054,,,,,20382,,,,,-,,,,,79338,,,,8.00,%
1005,% of Net Assets,,,,1.66,%,,,,0.00,%,,,,0.00,%,,,,4.08,%,,,,0.21,%,,,,2.06,%,,,,0.00,%,,,,8.00,%,,,,
1006,Industry,,First Lien - Secured Debt,,,Second Lien - Secured Debt,,,Unsecured Debt,,,Structured Products and Other,,,Preferred Equity,,,Common Equity/Interests,,,Warrants,,,Total,,,% of Net Assets,,,,,,,,,,,,,,,,,,
1007,Controlled Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Aviation and Consumer Transport,,,,81075,,,,,-,,,,,-,,,,,-,,,,,-,,,,,111815,,,,,-,,,,,192890,,,,19.45,%
1009,Energy – Oil & Gas,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,300,,,,,-,,,,,300,,,,0.03,%
1010,High Tech Industries,,,,106906,,,,,-,,,,,-,,,,,-,,,,,22457,,,,,-,,,,,-,,,,,129363,,,,13.04,%
1011,"Transportation – Cargo, Distribution",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,50,,,,,-,,,,,50,,,,0.01,%
1012,Total Controlled Investments,,,,187981,,,,,-,,,,,-,,,,,-,,,,,22457,,,,,112165,,,,,-,,,,,322603,,,,32.53,%
1013,% of Net Assets,,,,18.96,%,,,,0.00,%,,,,0.00,%,,,,0.00,%,,,,2.26,%,,,,11.31,%,,,,0.00,%,,,,32.53,%,,,,
1014,Total,,,,2116366,,,,,68439,,,,,26,,,,,40437,,,,,36385,,,,,147297,,,,,337,,,,,2409287,,,,242.95,%
1015,% of Net Assets,,,,213.41,%,,,,6.90,%,,,,0.00,%,,,,4.08,%,,,,3.67,%,,,,14.85,%,,,,0.03,%,,,,242.95,%,,,,
1016,Industry Classification,,"Percentage of Total Investments (at Fair Value) as of June 30, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,High Tech Industries,,18.6  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Healthcare & Pharmaceuticals,,18.3  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Business Services,,12.0  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Aviation and Consumer Transport,,8.2  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Consumer Services,,7.7  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,"Beverage, Food & Tobacco",,4.3  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Insurance,,3.5  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Consumer Goods – Non-durable,,3.4  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,"Transportation – Cargo, Distribution",,3.0  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Automotive,,2.5  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,"Chemicals, Plastics & Rubber",,2.3  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,"Manufacturing, Capital Equipment",,2.1  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,2.1  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Wholesale,,1.9  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,"Advertising, Printing & Publishing",,1.9  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Construction & Building,,1.9  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Education,,1.6  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Retail,,1.4  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,"Hotel, Gaming, Leisure, Restaurants",,1.2  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Consumer Goods – Durable,,1.0  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Utilities – Electric,,0.6  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Telecommunications,,0.3  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Energy – Electricity,,0.2  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Energy – Oil & Gas,,0.0  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Media – Diversified & Production,,0.0  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Total Investments,,100.0  %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
