,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
916,Automotive,,,,58557,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1826,,,,,0,,,,,60383,,,,6.08,
917,Aviation and Consumer Transport,,,,13493,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,13493,,,,1.36,
918,"Beverage, Food & Tobacco",,,,100839,,,,,0,,,,,0,,,,,0,,,,,220,,,,,2241,,,,,0,,,,,103300,,,,10.40,
919,Business Services,,,,217566,,,,,55855,,,,,0,,,,,0,,,,,89,,,,,2895,,,,,0,,,,,276405,,,,27.83,
920,"Chemicals, Plastics & Rubber",,,,22755,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,22755,,,,2.29,
921,Construction & Building,,,,41771,,,,,0,,,,,0,,,,,0,,,,,0,,,,,149,,,,,0,,,,,41920,,,,4.22,
922,Consumer Goods – Durable,,,,18005,,,,,0,,,,,0,,,,,0,,,,,0,,,,,541,,,,,0,,,,,18546,,,,1.87,
923,Consumer Goods – Non-durable,,,,72384,,,,,233,,,,,0,,,,,0,,,,,69,,,,,1146,,,,,0,,,,,73832,,,,7.43,
924,Consumer Services,,,,172520,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,172520,,,,17.37,
925,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,35197,,,,,0,,,,,0,,,,,0,,,,,0,,,,,100,,,,,0,,,,,35297,,,,3.55,
926,Education,,,,36697,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,36697,,,,3.69,
927,Energy – Electricity,,,,2011,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2011,,,,0.20,
928,Healthcare & Pharmaceuticals,,,,448170,,,,,0,,,,,31,,,,,0,,,,,929,,,,,3071,,,,,461,,,,,452662,,,,45.57,
929,High Tech Industries,,,,316999,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1654,,,,,0,,,,,318653,,,,32.08,
930,"Hotel, Gaming, Leisure, Restaurants",,,,28723,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,28723,,,,2.89,
931,Insurance,,,,83703,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,83703,,,,8.43,
932,"Manufacturing, Capital Equipment",,,,29033,,,,,7425,,,,,0,,,,,0,,,,,9844,,,,,370,,,,,0,,,,,46672,,,,4.70,
933,Media – Diversified & Production,,,,1015,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1015,,,,0.10,
934,Retail,,,,31817,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,31817,,,,3.20,
935,Telecommunications,,,,0,,,,,5845,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,5845,,,,0.59,
936,"Transportation – Cargo, Distribution",,,,72961,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,72961,,,,7.34,
937,Utilities – Electric,,,,14553,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,14553,,,,1.47,
938,Wholesale,,,,46354,,,,,0,,,,,0,,,,,0,,,,,0,,,,,860,,,,,0,,,,,47214,,,,4.75,
939,Total Non-Controlled /  Non-Affiliated Investments,,,,1910191,,,,,69358,,,,,31,,,,,0,,,,,11151,,,,,15335,,,,,461,,,,,2006527,,,,201.99,
940,of Net Assets,,,,192.29,,,,,6.98,,,,,0.00,,,,,0.00,,,,,1.12,,,,,1.54,,,,,0.05,,,,,201.99,,,,,
941,Non-Controlled / Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,"Chemicals, Plastics & Rubber",,,,12500,,,,,0,,,,,0,,,,,0,,,,,0,,,,,19478,,,,,0,,,,,31978,,,,3.22,
943,Consumer Goods – Durable,,,,4096,,,,,0,,,,,0,,,,,0,,,,,0,,,,,806,,,,,0,,,,,4902,,,,0.49,
944,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,0,,,,,0,,,,,0,,,,,10902,,,,,0,,,,,0,,,,,0,,,,,10902,,,,1.10,
945,Energy – Electricity,,,,0,,,,,0,,,,,0,,,,,0,,,,,2071,,,,,428,,,,,0,,,,,2499,,,,0.25,
946,Energy – Oil & Gas,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,195,,,,,0,,,,,195,,,,0.02,
947,Total Non-Controlled / Affiliated Investments,,,,16596,,,,,0,,,,,0,,,,,10902,,,,,2071,,,,,20907,,,,,0,,,,,50476,,,,5.08,
948,of Net Assets,,,,1.67,,,,,0.00,,,,,0.00,,,,,1.10,,,,,0.21,,,,,2.10,,,,,0.00,,,,,5.08,,,,,
949,Industry,,First Lien - Secured Debt,,,Second Lien - Secured Debt,,,Unsecured Debt,,,Structured Products and Other,,,Preferred Equity,,,Common Equity/Interests,,,Warrants,,,Total,,,of Net Assets,,,,,,,,,,,,,,,,,,
950,Controlled Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Aviation and Consumer Transport,,,,84575,,,,,0,,,,,0,,,,,0,,,,,0,,,,,112639,,,,,0,,,,,197214,,,,19.85,
952,Energy – Oil & Gas,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,480,,,,,0,,,,,480,,,,0.05,
953,High Tech Industries,,,,103432,,,,,0,,,,,0,,,,,0,,,,,23390,,,,,0,,,,,0,,,,,126822,,,,12.77,
954,"Transportation – Cargo, Distribution",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3692,,,,,0,,,,,3692,,,,0.37,
955,Total Controlled Investments,,,,188007,,,,,0,,,,,0,,,,,0,,,,,23390,,,,,116811,,,,,0,,,,,328208,,,,33.04,
956,of Net Assets,,,,18.93,,,,,0.00,,,,,0.00,,,,,0.00,,,,,2.35,,,,,11.76,,,,,0.00,,,,,33.04,,,,,
957,Total,,,,2114794,,,,,69358,,,,,31,,,,,10902,,,,,36612,,,,,153053,,,,,461,,,,,2385211,,,,240.11,
958,of Net Assets,,,,212.89,,,,,6.98,,,,,0.00,,,,,1.10,,,,,3.69,,,,,15.41,,,,,0.05,,,,,240.11,,,,,
959,Industry Classification,,"Percentage of Total Investments (at Fair Value) as of March 31, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Healthcare & Pharmaceuticals,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,High Tech Industries,,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Business Services,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Aviation and Consumer Transport,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Consumer Services,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,"Beverage, Food & Tobacco",,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Insurance,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,"Transportation – Cargo, Distribution",,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Consumer Goods – Non-durable,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Automotive,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,"Chemicals, Plastics & Rubber",,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Wholesale,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,"Manufacturing, Capital Equipment",,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,"Advertising, Printing & Publishing",,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Education,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Construction & Building,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Retail,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,"Hotel, Gaming, Leisure, Restaurants",,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Consumer Goods – Durable,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Utilities – Electric,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Telecommunications,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Energy – Electricity,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Media – Diversified & Production,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Energy – Oil & Gas,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Total Investments,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
